"회계연도","지역명","자치단체코드","자치단체명","자체수입(개편전)","자치단체 예산규모","자체수입(개편후)","재정자립도[최종](개편전)(%)","재정자립도[최종](개편후)(%)"
"2012","서울","1100000","서울본청","12546019544000","14267787236000","","87.93",""
"2012","서울","1111000","서울종로구","164004304000","277897352000","","59.02",""
"2012","서울","1112000","서울중구","187501443000","257814979000","","72.73",""
"2012","서울","1113000","서울용산구","148163825000","260071925000","","56.97",""
"2012","서울","1114000","서울성동구","134194312000","306818519000","","43.74",""
"2012","서울","1115000","서울광진구","108305267000","300705625000","","36.02",""
"2012","서울","1116000","서울동대문구","127897840000","332587850000","","38.46",""
"2012","서울","1117000","서울중랑구","95719425000","336332495000","","28.46",""
"2012","서울","1118000","서울성북구","121145384000","388396005000","","31.19",""
"2012","서울","1119000","서울강북구","90430480000","330245765000","","27.38",""
"2012","서울","1120000","서울도봉구","88576212000","311043754000","","28.48",""
"2012","서울","1121000","서울노원구","99724947000","485748324000","","20.53",""
"2012","서울","1122000","서울은평구","110669480000","381206138000","","29.03",""
"2012","서울","1123000","서울서대문구","118676020000","304389734000","","38.99",""
"2012","서울","1124000","서울마포구","143710148000","313185482000","","45.89",""
"2012","서울","1125000","서울양천구","142603898000","376056765000","","37.92",""
"2012","서울","1126000","서울강서구","146936409000","464670496000","","31.62",""
"2012","서울","1127000","서울구로구","121477814000","359442396000","","33.80",""
"2012","서울","1128000","서울금천구","113912578000","284524479000","","40.04",""
"2012","서울","1129000","서울영등포구","193746353000","360759886000","","53.71",""
"2012","서울","1130000","서울동작구","129281424000","315711918000","","40.95",""
"2012","서울","1131000","서울관악구","122021153000","373700521000","","32.65",""
"2012","서울","1132000","서울서초구","238976291000","309434984000","","77.23",""
"2012","서울","1133000","서울강남구","419414722000","543291963000","","77.20",""
"2012","서울","1134000","서울송파구","250935449000","437957984000","","57.30",""
"2012","서울","1135000","서울강동구","134241363000","339880732000","","39.50",""
"2012","부산","2600000","부산본청","3082481883000","5812561200000","","53.03",""
"2012","부산","2611000","부산중구","33118911000","109781226000","","30.17",""
"2012","부산","2612000","부산서구","31190591000","173199969000","","18.01",""
"2012","부산","2613000","부산동구","33418914000","154645867000","","21.61",""
"2012","부산","2614000","부산영도구","27771022000","166371423000","","16.69",""
"2012","부산","2615000","부산부산진구","94332239000","306541349000","","30.77",""
"2012","부산","2616000","부산동래구","59404858000","202003200000","","29.41",""
"2012","부산","2617000","부산남구","59880662000","228539655000","","26.20",""
"2012","부산","2618000","부산북구","48933864000","258944885000","","18.90",""
"2012","부산","2619000","부산해운대구","124078498000","350518317000","","35.40",""
"2012","부산","2620000","부산사하구","72453272000","314086127000","","23.07",""
"2012","부산","2621000","부산금정구","71851182000","244227580000","","29.42",""
"2012","부산","2622000","부산강서구","87839274000","183697644000","","47.82",""
"2012","부산","2623000","부산연제구","76040398000","203988890000","","37.28",""
"2012","부산","2624000","부산수영구","53706122000","164202253000","","32.71",""
"2012","부산","2625000","부산사상구","70213683000","237750042000","","29.53",""
"2012","부산","2671000","부산기장군","111639210000","288889883000","","38.64",""
"2012","대구","2700000","대구본청","1864546705000","3924631000000","","47.51",""
"2012","대구","2711000","대구중구","54496908000","146800000000","","37.12",""
"2012","대구","2712000","대구동구","90607767000","351800000000","","25.76",""
"2012","대구","2713000","대구서구","41195176000","191800000000","","21.48",""
"2012","대구","2714000","대구남구","32335103000","181300000000","","17.84",""
"2012","대구","2715000","대구북구","87417618000","347200000000","","25.18",""
"2012","대구","2716000","대구수성구","111480171000","337250000000","","33.06",""
"2012","대구","2717000","대구달서구","127294330000","401824000000","","31.68",""
"2012","대구","2771000","대구달성군","146663792000","396300000000","","37.01",""
"2012","인천","2800000","인천본청","3122661537000","4413204669000","","70.76",""
"2012","인천","2811000","인천중구","140674360000","232646932000","","60.47",""
"2012","인천","2812000","인천동구","38705855000","127062283000","","30.46",""
"2012","인천","2813000","인천남구","88072027000","314722513000","","27.98",""
"2012","인천","2814000","인천연수구","131527009000","280337012000","","46.92",""
"2012","인천","2815000","인천남동구","171224024000","418565264000","","40.91",""
"2012","인천","2816000","인천부평구","121921858000","409140353000","","29.80",""
"2012","인천","2817000","인천계양구","74822153000","250658238000","","29.85",""
"2012","인천","2818000","인천서구","182272141000","382219278000","","47.69",""
"2012","인천","2871000","인천강화군","52678699000","373883502000","","14.09",""
"2012","인천","2872000","인천옹진군","50431404000","228213205000","","22.10",""
"2012","광주","2900000","광주본청","1156879194000","2688429271000","","43.03",""
"2012","광주","2911000","광주동구","43025134000","184117189000","","23.37",""
"2012","광주","2912000","광주서구","80352021000","284748121000","","28.22",""
"2012","광주","2913000","광주남구","54789307000","266558645000","","20.55",""
"2012","광주","2914000","광주북구","81168426000","413001359000","","19.65",""
"2012","광주","2915000","광주광산구","101327207000","389177632000","","26.04",""
"2012","대전","3000000","대전본청","1248137341000","2435886000000","","51.24",""
"2012","대전","3011000","대전동구","51714471000","291271222000","","17.75",""
"2012","대전","3012000","대전중구","57489517000","266731526000","","21.55",""
"2012","대전","3013000","대전서구","104286285000","380488423000","","27.41",""
"2012","대전","3014000","대전유성구","119860473000","300147210000","","39.93",""
"2012","대전","3015000","대전대덕구","60523417000","248526000000","","24.35",""
"2012","울산","3100000","울산본청","1237201914000","1886055857000","","65.60",""
"2012","울산","3111000","울산중구","60158347000","237000256000","","25.38",""
"2012","울산","3112000","울산남구","144342267000","288389428000","","50.05",""
"2012","울산","3113000","울산동구","57451180000","160281240000","","35.84",""
"2012","울산","3114000","울산북구","74588588000","200294727000","","37.24",""
"2012","울산","3171000","울산울주군","237801422000","485782481000","","48.95",""
"2012","경기","4100000","경기본청","7170285087000","11757438509000","","60.99",""
