"회계연도","지역명","자치단체코드","자치단체명","교부액","세출결산액","교부액비율(%)"
"2010","서울","1100000","서울본청","370218591210","14589232149641","2.54"
"2010","서울","1111000","서울종로구","4029009212","224193679476","1.80"
"2010","서울","1112000","서울중구","6165582634","251146501234","2.45"
"2010","서울","1113000","서울용산구","19523236865","240338661648","8.12"
"2010","서울","1114000","서울성동구","6146325030","271099954940","2.27"
"2010","서울","1115000","서울광진구","39524463770","260122593300","15.19"
"2010","서울","1116000","서울동대문구","8663342740","309688185667","2.80"
"2010","서울","1117000","서울중랑구","5727500340","343056529639","1.67"
"2010","서울","1118000","서울성북구","6769774810","352237303873","1.92"
"2010","서울","1119000","서울강북구","27941642030","300459493502","9.30"
"2010","서울","1120000","서울도봉구","43227038610","273798795379","15.79"
"2010","서울","1121000","서울노원구","9088589790","444064926324","2.05"
"2010","서울","1122000","서울은평구","2544661270","326111512852","0.78"
"2010","서울","1123000","서울서대문구","18939792740","275084707368","6.89"
"2010","서울","1124000","서울마포구","11742930604","287660516361","4.08"
"2010","서울","1125000","서울양천구","41844078270","315781871590","13.25"
"2010","서울","1126000","서울강서구","5112641080","391391773070","1.31"
"2010","서울","1127000","서울구로구","10745039590","308584325440","3.48"
"2010","서울","1128000","서울금천구","3531875380","236687437820","1.49"
"2010","서울","1129000","서울영등포구","8968158146","326193304563","2.75"
"2010","서울","1130000","서울동작구","3431694870","280830413549","1.22"
"2010","서울","1131000","서울관악구","3962604890","338064189430","1.17"
"2010","서울","1132000","서울서초구","6604345480","314125191394","2.10"
"2010","서울","1133000","서울강남구","19601848249","517457534037","3.79"
"2010","서울","1134000","서울송파구","3159785410","353860783729","0.89"
"2010","서울","1135000","서울강동구","6238522730","304835828240","2.05"
"2010","부산","2600000","부산본청","82051285620","5830656027300","1.41"
"2010","부산","2611000","부산중구","6132613970","85600270750","7.16"
"2010","부산","2612000","부산서구","29910905620","150657550530","19.85"
"2010","부산","2613000","부산동구","6754501660","138020903840","4.89"
"2010","부산","2614000","부산영도구","21995655220","161014796990","13.66"
"2010","부산","2615000","부산부산진구","35963823770","255506125470","14.08"
"2010","부산","2616000","부산동래구","28201880610","161517584650","17.46"
"2010","부산","2617000","부산남구","29320094410","189138634260","15.50"
"2010","부산","2618000","부산북구","1072570520","231872279570","0.46"
"2010","부산","2619000","부산해운대구","22462390840","280464838890","8.01"
"2010","부산","2620000","부산사하구","43045994420","249597116920","17.25"
"2010","부산","2621000","부산금정구","21003485870","193702848000","10.84"
"2010","부산","2622000","부산강서구","17486483990","142332045700","12.29"
"2010","부산","2623000","부산연제구","24620776430","149342985560","16.49"
"2010","부산","2624000","부산수영구","18135618870","127691582740","14.20"
"2010","부산","2625000","부산사상구","15559844180","197580131780","7.88"
"2010","부산","2671000","부산기장군","14054458490","251138398040","5.60"
"2010","대구","2700000","대구본청","133104943910","3555190343770","3.74"
"2010","대구","2711000","대구중구","14802392690","127175767600","11.64"
"2010","대구","2712000","대구동구","59474957542","308972253282","19.25"
"2010","대구","2713000","대구서구","31359588680","171763959210","18.26"
"2010","대구","2714000","대구남구","28904158610","164347738797","17.59"
"2010","대구","2715000","대구북구","68633672900","300299395800","22.86"
"2010","대구","2716000","대구수성구","33739043670","291639910600","11.57"
"2010","대구","2717000","대구달서구","57576742015","341223797745","16.87"
"2010","대구","2771000","대구달성군","29595127073","329347676708","8.99"
"2010","인천","2800000","인천본청","85021180114","3699657030288","2.30"
"2010","인천","2811000","인천중구","16127637205","182358608518","8.84"
"2010","인천","2812000","인천동구","13163592478","111702158060","11.78"
"2010","인천","2813000","인천남구","62103495499","304041848664","20.43"
"2010","인천","2814000","인천연수구","38680634162","197911826128","19.54"
"2010","인천","2815000","인천남동구","59762933280","329456106715","18.14"
"2010","인천","2816000","인천부평구","74779589576","400804017684","18.66"
"2010","인천","2817000","인천계양구","45436213471","204778948321","22.19"
"2010","인천","2818000","인천서구","44071952401","308400132960","14.29"
"2010","인천","2871000","인천강화군","14101248373","343735715002","4.10"
"2010","인천","2872000","인천옹진군","20365249280","198107612030","10.28"
"2010","광주","2900000","광주본청","91774886838","2306040532463","3.98"
"2010","광주","2911000","광주동구","20663411310","148777100560","13.89"
"2010","광주","2912000","광주서구","23598859314","260550355635","9.06"
"2010","광주","2913000","광주남구","25705686340","204095082870","12.59"
"2010","광주","2914000","광주북구","25243367610","344373469620","7.33"
"2010","광주","2915000","광주광산구","32501699810","295517727572","11.00"
"2010","대전","3000000","대전본청","47077178460","2197915916360","2.14"
"2010","대전","3011000","대전동구","24136571705","248372429502","9.72"
"2010","대전","3012000","대전중구","39195939891","218094325015","17.97"
"2010","대전","3013000","대전서구","50409640620","288834045100","17.45"
"2010","대전","3014000","대전유성구","23793201850","208683369832","11.40"
