"회계연도","지역명","자치단체코드","자치단체명","교부액","세출결산액","교부액비율(%)"
"2020","서울","1100000","서울본청","991766316656","42574348446596","2.33"
"2020","서울","1111000","서울종로구","43347813680","549405236770","7.89"
"2020","서울","1112000","서울중구","46595890517","570869953909","8.16"
"2020","서울","1113000","서울용산구","65423797933","602133440920","10.87"
"2020","서울","1114000","서울성동구","102318666150","747370971650","13.69"
"2020","서울","1115000","서울광진구","89024371302","780646898227","11.40"
"2020","서울","1116000","서울동대문구","113811796690","848821201100","13.41"
"2020","서울","1117000","서울중랑구","131445575290","1014012024812","12.96"
"2020","서울","1118000","서울성북구","139840652190","1000323783793","13.98"
"2020","서울","1119000","서울강북구","74855714337","850655010708","8.80"
"2020","서울","1120000","서울도봉구","78817493351","839514389022","9.39"
"2020","서울","1121000","서울노원구","171345402847","1308283828355","13.10"
"2020","서울","1122000","서울은평구","136325569634","1079731509866","12.63"
"2020","서울","1123000","서울서대문구","98757803150","780703605720","12.65"
"2020","서울","1124000","서울마포구","118796090755","847892681935","14.01"
"2020","서울","1125000","서울양천구","109190306450","927424723655","11.77"
"2020","서울","1126000","서울강서구","142460688760","1282123291540","11.11"
"2020","서울","1127000","서울구로구","158032643165","970602855012","16.28"
"2020","서울","1128000","서울금천구","95322356691","686486998834","13.89"
"2020","서울","1129000","서울영등포구","131456340421","887432883508","14.81"
"2020","서울","1130000","서울동작구","112158478746","851762726921","13.17"
"2020","서울","1131000","서울관악구","127935104562","1047418836189","12.21"
"2020","서울","1132000","서울서초구","148731540390","850207907526","17.49"
"2020","서울","1133000","서울강남구","151944887932","1256703326728","12.09"
"2020","서울","1134000","서울송파구","195975224203","1165974153021","16.81"
"2020","서울","1135000","서울강동구","143836674917","966244047594","14.89"
"2020","부산","2600000","부산본청","170996391220","13699615837471","1.25"
"2020","부산","2611000","부산중구","11289424210","225030779350","5.02"
"2020","부산","2612000","부산서구","42273596180","380690826301","11.10"
"2020","부산","2613000","부산동구","39696656840","342298020190","11.60"
"2020","부산","2614000","부산영도구","49123092480","402875110320","12.19"
"2020","부산","2615000","부산부산진구","39372576630","791151822320","4.98"
"2020","부산","2616000","부산동래구","59214300840","561216742290","10.55"
"2020","부산","2617000","부산남구","33542024200","598969825570","5.60"
"2020","부산","2618000","부산북구","52149832590","685633894410","7.61"
"2020","부산","2619000","부산해운대구","131219518250","876713281420","14.97"
"2020","부산","2620000","부산사하구","36236687740","773915878820","4.68"
"2020","부산","2621000","부산금정구","59657060170","576840914495","10.34"
"2020","부산","2622000","부산강서구","36385946250","486048012967","7.49"
"2020","부산","2623000","부산연제구","38952353600","484938520200","8.03"
"2020","부산","2624000","부산수영구","38134550850","425166049050","8.97"
"2020","부산","2625000","부산사상구","44919593700","540653937350","8.31"
"2020","부산","2671000","부산기장군","44174994380","692366622782","6.38"
"2020","대구","2700000","대구본청","221695224928","9868088174576","2.25"
"2020","대구","2711000","대구중구","45069285101","347591327926","12.97"
"2020","대구","2712000","대구동구","95885968050","896632903696","10.69"
"2020","대구","2713000","대구서구","51993382270","538084224279","9.66"
"2020","대구","2714000","대구남구","68154167253","500693841187","13.61"
"2020","대구","2715000","대구북구","68986021817","969535839614","7.12"
"2020","대구","2716000","대구수성구","82813970460","938075051808","8.83"
"2020","대구","2717000","대구달서구","92170969158","1177805770483","7.83"
"2020","대구","2771000","대구달성군","71636366973","981976881905","7.30"
"2020","인천","2800000","인천본청","124426411500","10642421428903","1.17"
"2020","인천","2811000","인천중구","60006850522","416081372122","14.42"
"2020","인천","2812000","인천동구","41930840667","272565183521","15.38"
"2020","인천","2813000","인천미추홀구","177724962173","889416668656","19.98"
"2020","인천","2814000","인천연수구","139108238634","637889494478","21.81"
"2020","인천","2815000","인천남동구","184308150601","956106149023","19.28"
"2020","인천","2816000","인천부평구","190611764862","951112280874","20.04"
"2020","인천","2817000","인천계양구","102527238741","593544860187","17.27"
"2020","인천","2818000","인천서구","228913608044","1007316390122","22.73"
"2020","인천","2871000","인천강화군","31501081470","633835045181","4.97"
"2020","인천","2872000","인천옹진군","37197248010","389353514060","9.55"
"2020","광주","2900000","광주본청","166992485085","6466301128869","2.58"
"2020","광주","2911000","광주동구","81253531370","409170607235","19.86"
"2020","광주","2912000","광주서구","126057784300","686841982922","18.35"
"2020","광주","2913000","광주남구","111809639210","591222469998","18.91"
"2020","광주","2914000","광주북구","180935243099","1032417226821","17.53"
"2020","광주","2915000","광주광산구","190362891610","961684862068","19.79"
"2020","대전","3000000","대전본청","85498209870","5538395646093","1.54"
"2020","대전","3011000","대전동구","106891312329","636419350050","16.80"
"2020","대전","3012000","대전중구","106841093630","582626847812","18.34"
"2020","대전","3013000","대전서구","132391124123","935025006041","14.16"
"2020","대전","3014000","대전유성구","70749380600","702892047390","10.07"
"2020","대전","3015000","대전대덕구","78370995468","524889377234","14.93"
"2020","울산","3100000","울산본청","65155002531","3851874732316","1.69"
"2020","울산","3111000","울산중구","39221014951","481896514607","8.14"
"2020","울산","3112000","울산남구","44707827060","637227210218","7.02"
"2020","울산","3113000","울산동구","36430156979","331787609307","10.98"
"2020","울산","3114000","울산북구","55151163080","496971445800","11.10"
"2020","울산","3171000","울산울주군","73569529520","980729477561","7.50"
"2020","세종","3200000","세종본청","97450358058","1552731121832","6.28"
"2020","경기","4100000","경기본청","187290584330","33208638477020","0.56"
"2020","경기","4111000","경기수원시","222210882960","3316695422348","6.70"
"2020","경기","4112000","경기성남시","125085482370","3383107342988","3.70"
"2020","경기","4120000","경기고양시","229985344820","2987004252410","7.70"
"2020","경기","4129000","경기용인시","135382938876","2811293450896","4.82"
"2020","경기","4115000","경기부천시","182659770772","2228144188654","8.20"
"2020","경기","4119000","경기안산시","136577577188","2013581521885","6.78"
"2020","경기","4114000","경기안양시","94829367370","1580373496214","6.00"
"2020","경기","4123000","경기남양주시","141948354790","2141180722917","6.63"
"2020","경기","4134000","경기화성시","192721620990","2899187865479","6.65"
"2020","경기","4117000","경기평택시","240060742520","2043915027010","11.75"
