"회계연도","지역명","자치단체코드","자치단체명","교부액","세출결산액","교부액비율(%)"
"2016","서울","1100000","서울본청","647763873904","20683816825500","3.13"
"2016","서울","1111000","서울종로구","37305877160","322390622300","11.57"
"2016","서울","1112000","서울중구","35200004281","320498552207","10.98"
"2016","서울","1113000","서울용산구","41481865330","306842788699","13.52"
"2016","서울","1114000","서울성동구","71381500180","379633976240","18.80"
"2016","서울","1115000","서울광진구","74069738600","391349103875","18.93"
"2016","서울","1116000","서울동대문구","80389130700","439807798689","18.28"
"2016","서울","1117000","서울중랑구","102411324090","468773116217","21.85"
"2016","서울","1118000","서울성북구","111558041384","532950470552","20.93"
"2016","서울","1119000","서울강북구","67742415261","460513072008","14.71"
"2016","서울","1120000","서울도봉구","75007518550","419877153003","17.86"
"2016","서울","1121000","서울노원구","170882556500","676837463750","25.25"
"2016","서울","1122000","서울은평구","119083214990","536081609452","22.21"
"2016","서울","1123000","서울서대문구","71103022950","388644223494","18.30"
"2016","서울","1124000","서울마포구","78555574684","441531557010","17.79"
"2016","서울","1125000","서울양천구","90596054330","486505402160","18.62"
"2016","서울","1126000","서울강서구","139029831700","625470578100","22.23"
"2016","서울","1127000","서울구로구","116480671330","487961665160","23.87"
"2016","서울","1128000","서울금천구","68632848220","343195519890","20.00"
"2016","서울","1129000","서울영등포구","87218143828","437068309412","19.96"
"2016","서울","1130000","서울동작구","82791581004","437090923185","18.94"
"2016","서울","1131000","서울관악구","101477917348","513877473914","19.75"
"2016","서울","1132000","서울서초구","94498963670","438477136054","21.55"
"2016","서울","1133000","서울강남구","33317172368","612349976897","5.44"
"2016","서울","1134000","서울송파구","130737882396","556096616673","23.51"
"2016","서울","1135000","서울강동구","112720970400","478338852302","23.57"
"2016","부산","2600000","부산본청","247497793720","7992880522040","3.10"
"2016","부산","2611000","부산중구","7904335390","128996087420","6.13"
"2016","부산","2612000","부산서구","33262734740","233176251860","14.27"
"2016","부산","2613000","부산동구","18611939560","213678809690","8.71"
"2016","부산","2614000","부산영도구","32048538790","236842873310","13.53"
"2016","부산","2615000","부산부산진구","25216983880","422833796940","5.96"
"2016","부산","2616000","부산동래구","36991924040","297033795130","12.45"
"2016","부산","2617000","부산남구","22412760120","317368319830","7.06"
"2016","부산","2618000","부산북구","42460210280","361452207660","11.75"
"2016","부산","2619000","부산해운대구","97340461970","457883648960","21.26"
"2016","부산","2620000","부산사하구","27590813040","410735131660","6.72"
"2016","부산","2621000","부산금정구","60302513340","304629354520","19.80"
"2016","부산","2622000","부산강서구","31177242540","248287958886","12.56"
"2016","부산","2623000","부산연제구","33629075900","251290333820","13.38"
"2016","부산","2624000","부산수영구","19397774620","227125186810","8.54"
"2016","부산","2625000","부산사상구","32754454080","316622659620","10.34"
"2016","부산","2671000","부산기장군","32350295160","411200834097","7.87"
"2016","대구","2700000","대구본청","275040750910","5309275834644","5.18"
"2016","대구","2711000","대구중구","29848670766","195217693612","15.29"
"2016","대구","2712000","대구동구","77554961452","480183189610","16.15"
"2016","대구","2713000","대구서구","32000752310","288429028920","11.09"
"2016","대구","2714000","대구남구","48353084270","268310448511","18.02"
"2016","대구","2715000","대구북구","108486247286","486673461114","22.29"
"2016","대구","2716000","대구수성구","59610536310","479376984978","12.44"
"2016","대구","2717000","대구달서구","63732750871","593883542627","10.73"
"2016","대구","2771000","대구달성군","52712214958","526029000222","10.02"
"2016","인천","2800000","인천본청","113627643901","6094511710399","1.86"
"2016","인천","2811000","인천중구","39725725333","278330829781","14.27"
"2016","인천","2812000","인천동구","23278145884","162971760311","14.28"
"2016","인천","2813000","인천남구","117382764973","496249950253","23.65"
"2016","인천","2814000","인천연수구","86152878364","348828537083","24.70"
"2016","인천","2815000","인천남동구","139854278637","559381613447","25.00"
"2016","인천","2816000","인천부평구","127555795918","576178678776","22.14"
"2016","인천","2817000","인천계양구","79042346117","353678015291","22.35"
"2016","인천","2818000","인천서구","149786271210","533879566245","28.06"
"2016","인천","2871000","인천강화군","36795904705","393294827548","9.36"
"2016","인천","2872000","인천옹진군","42836934020","284386488880","15.06"
"2016","광주","2900000","광주본청","238378348790","3360039332339","7.09"
"2016","광주","2911000","광주동구","54283178210","222667845770","24.38"
"2016","광주","2912000","광주서구","87106405835","365207833133","23.85"
"2016","광주","2913000","광주남구","83658577109","329363241658","25.40"
"2016","광주","2914000","광주북구","131909348740","525860253281","25.08"
"2016","광주","2915000","광주광산구","148379776992","509495266090","29.12"
"2016","대전","3000000","대전본청","65706050570","2947717596777","2.23"
"2016","대전","3011000","대전동구","80796148570","374751177725","21.56"
"2016","대전","3012000","대전중구","78033198770","347282528078","22.47"
