"회계연도","지역명","자치단체코드","자치단체명","교부액","세출결산액","교부액비율(%)"
"2012","서울","1100000","서울본청","123109414843","15027254697464","0.82"
"2012","서울","1111000","서울종로구","3986729229","235668031515","1.69"
"2012","서울","1112000","서울중구","3824621650","245232231890","1.56"
"2012","서울","1113000","서울용산구","30721558640","234822472997","13.08"
"2012","서울","1114000","서울성동구","3232686820","288854581130","1.12"
"2012","서울","1115000","서울광진구","5109217567","276746331780","1.85"
"2012","서울","1116000","서울동대문구","7490958130","302771462988","2.47"
"2012","서울","1117000","서울중랑구","2069038040","314824269356","0.66"
"2012","서울","1118000","서울성북구","4007351789","368579415336","1.09"
"2012","서울","1119000","서울강북구","3160808122","302943125150","1.04"
"2012","서울","1120000","서울도봉구","3106133100","287452749410","1.08"
"2012","서울","1121000","서울노원구","12572653480","463671886580","2.71"
"2012","서울","1122000","서울은평구","3343860701","360375902216","0.93"
"2012","서울","1123000","서울서대문구","2832541167","270429324041","1.05"
"2012","서울","1124000","서울마포구","6878598044","293248775409","2.35"
"2012","서울","1125000","서울양천구","3749477610","331607781840","1.13"
"2012","서울","1126000","서울강서구","3456951830","425338874050","0.81"
"2012","서울","1127000","서울구로구","1910359330","346789930070","0.55"
"2012","서울","1128000","서울금천구","2440202100","260625755450","0.94"
"2012","서울","1129000","서울영등포구","6348253046","334612859979","1.90"
"2012","서울","1130000","서울동작구","4453709140","291094475407","1.53"
"2012","서울","1131000","서울관악구","3401611741","349429622206","0.97"
"2012","서울","1132000","서울서초구","2696158021","285801980039","0.94"
"2012","서울","1133000","서울강남구","7847178300","502124754714","1.56"
"2012","서울","1134000","서울송파구","2636188570","404955526497","0.65"
"2012","서울","1135000","서울강동구","2679545734","321231481539","0.83"
"2012","부산","2600000","부산본청","84897894090","6081984937160","1.40"
"2012","부산","2611000","부산중구","867302180","97899611930","0.89"
"2012","부산","2612000","부산서구","4676467930","166603510430","2.81"
"2012","부산","2613000","부산동구","729187570","148466417010","0.49"
"2012","부산","2614000","부산영도구","8475501200","163476535520","5.18"
"2012","부산","2615000","부산부산진구","2270499870","284885399610","0.80"
"2012","부산","2616000","부산동래구","3161735320","191743249010","1.65"
"2012","부산","2617000","부산남구","23187933170","226746969560","10.23"
"2012","부산","2618000","부산북구","2187706340","253980548480","0.86"
"2012","부산","2619000","부산해운대구","1926592290","319446172460","0.60"
"2012","부산","2620000","부산사하구","1945280830","302095416670","0.64"
"2012","부산","2621000","부산금정구","3035655220","228852247690","1.33"
"2012","부산","2622000","부산강서구","4311015720","167673624761","2.57"
"2012","부산","2623000","부산연제구","1531353950","174633035690","0.88"
"2012","부산","2624000","부산수영구","24975196450","148769201430","16.79"
"2012","부산","2625000","부산사상구","2737546220","231344821080","1.18"
"2012","부산","2671000","부산기장군","8288207960","278709331933","2.97"
"2012","대구","2700000","대구본청","139571586550","3993931083494","3.49"
"2012","대구","2711000","대구중구","1943984135","136852048020","1.42"
"2012","대구","2712000","대구동구","4425961715","328919451574","1.35"
"2012","대구","2713000","대구서구","2970471900","188745583360","1.57"
"2012","대구","2714000","대구남구","2541477856","176813388058","1.44"
"2012","대구","2715000","대구북구","3290108120","331658984111","0.99"
"2012","대구","2716000","대구수성구","4316026960","316175763510","1.37"
