Unnamed: 0,회계연도,지역명,자치단체코드,자치단체명,부채,자산_x,지자체 자산대비 부채비율(%),전년도자산,총자산증가율
6,2014,서울,1116000,서울동대문구,"27,216,724,094",1839595152431,1.48,1854639368771,-0.8111666663244208
7,2014,서울,1117000,서울중랑구,"16,786,527,177",1506121369580,1.11,1445244832895,4.212195421799706
8,2014,서울,1118000,서울성북구,"30,133,408,845",2229074847336,1.35,2222622437018,0.29030618113695145
9,2014,서울,1119000,서울강북구,"21,422,951,734",1499321933936,1.43,1490036987631,0.6231352900683409
10,2014,서울,1120000,서울도봉구,"16,181,033,502",1467222258034,1.1,1457410473715,0.6732341022628548
11,2014,서울,1121000,서울노원구,"25,973,864,313",1979094339434,1.31,1959638767264,0.9928142112213567
12,2014,서울,1122000,서울은평구,"26,423,295,894",1505784213745,1.75,1501546015594,0.2822556289973838
13,2014,서울,1123000,서울서대문구,"20,870,634,349",1660326217076,1.26,1601957204454,3.643606237402209
14,2014,서울,1124000,서울마포구,"39,372,902,678",2766946681411,1.42,2383997313449,16.063330516424774
15,2014,서울,1125000,서울양천구,"23,341,099,672",2615374340353,0.89,2528381237707,3.4406639848701936
16,2014,서울,1126000,서울강서구,"28,489,960,375",2589234740656,1.1,2545043323831,1.7363718884942043
17,2014,서울,1127000,서울구로구,"22,213,460,725",1723282890301,1.29,1657255562724,3.9841367295501557
18,2014,서울,1128000,서울금천구,"19,963,219,159",1158757798364,1.72,1148008308048,0.9363599758505012
19,2014,서울,1129000,서울영등포구,"37,079,061,313",2092508464816,1.77,2087188870649,0.25486884497165324
20,2014,서울,1130000,서울동작구,"40,849,407,048",1579244584181,2.59,1577731592280,0.09589666001512692
