년도,행정구역별,시,도,고령인구비율,전체인구
2017,대구광역시,대구,중구,19.7,78986
2017,대구광역시,대구,동구,16.9,349379
2017,대구광역시,대구,서구,18.1,191992
2017,대구광역시,대구,남구,20.4,152845
2017,대구광역시,대구,북구,12.3,441375
2017,대구광역시,대구,수성구,13.4,439211
2017,대구광역시,대구,달서구,11.6,578068
2017,대구광역시,대구,달성군,11.1,243375
2017,인천광역시,인천,중구,14.1,117999
2017,인천광역시,인천,동구,19,69487
2017,인천광역시,인천,연수구,8.6,335142
2017,인천광역시,인천,남동구,10.9,536578
2017,인천광역시,인천,부평구,11.8,539941
2017,인천광역시,인천,계양구,9.8,323784
2017,인천광역시,인천,서구,8.9,516017
2017,인천광역시,인천,미추홀구,14.5,419267
2017,인천광역시,인천,강화군,29.7,68754
2017,인천광역시,인천,옹진군,22.4,21573
2017,광주광역시,광주,동구,21,95448
2017,광주광역시,광주,서구,12.1,306957
2017,광주광역시,광주,남구,15.4,218454
2017,광주광역시,광주,북구,12.9,438780
2017,광주광역시,광주,광산구,8.3,404131
2017,대전광역시,대전,동구,16.2,230516
2017,대전광역시,대전,중구,16.2,248933
2017,대전광역시,대전,서구,10.6,487448
2017,대전광역시,대전,유성구,7.9,348428
2017,대전광역시,대전,대덕구,12.8,186902
2017,울산광역시,울산,중구,11.7,238652
2017,울산광역시,울산,남구,9.4,335439
2017,울산광역시,울산,동구,9.2,169605
2017,울산광역시,울산,북구,7,200718
2017,울산광역시,울산,울주군,12.4,220718
2017,세종특별자치시,세종,본청,9.6,280100
2017,경기도,경기,수원시,9.3,1202628
2017,경기도,경기,성남시,11.9,967510
2017,경기도,경기,의정부시,13.2,441584
2017,경기도,경기,안양시,11,587764
2017,경기도,경기,부천시,10.9,850329
2017,경기도,경기,광명시,11.5,332790
2017,경기도,경기,평택시,11.6,481530
2017,경기도,경기,동두천시,17.5,97071
2017,경기도,경기,안산시,8.9,677710
2017,경기도,경기,고양시,11.5,1041983
2017,경기도,경기,과천시,13,57527
2017,경기도,경기,구리시,11.2,200042
2017,경기도,경기,남양주시,12.3,665321
2017,경기도,경기,오산시,8.1,213437
2017,경기도,경기,시흥시,8.2,419664
2017,경기도,경기,군포시,10.8,281205
2017,경기도,경기,의왕시,11.7,155767
2017,경기도,경기,하남시,11.5,232487
2017,경기도,경기,용인시,11.6,1004081
2017,경기도,경기,파주시,12.5,437848
2017,경기도,경기,이천시,12.6,213142
2017,경기도,경기,안성시,15.4,182786
2017,경기도,경기,김포시,11.4,392092
2017,경기도,경기,화성시,8.4,691086
2017,경기도,경기,광주시,11.3,345947
2017,경기도,경기,양주시,13.7,212146
2017,경기도,경기,포천시,16.6,152925
2017,경기도,경기,여주시,18.8,111984
2017,경기도,경기,연천군,22.9,45431
2017,경기도,경기,가평군,22.7,62973
2017,경기도,경기,양평군,22.2,115105
2017,강원도,강원,춘천시,15.7,280514
2017,강원도,강원,원주시,13.3,341337
2017,강원도,강원,강릉시,18.6,213952
2017,강원도,강원,동해시,17.1,92851
2017,강원도,강원,태백시,21,45888
2017,강원도,강원,속초시,16.4,82273
2017,강원도,강원,삼척시,22,68514
2017,강원도,강원,홍천군,22.6,70340
2017,강원도,강원,횡성군,26,46281
2017,강원도,강원,영월군,25.9,40067
2017,강원도,강원,평창군,24.1,43092
2017,강원도,강원,정선군,24.4,38173
2017,강원도,강원,철원군,19.6,47185
2017,강원도,강원,화천군,19,26022
2017,강원도,강원,양구군,17.9,23835
2017,강원도,강원,인제군,18,32582
2017,강원도,강원,고성군,24.3,30029
2017,강원도,강원,양양군,26.9,27207
2017,충청북도,충북,충주시,17.6,208316
2017,충청북도,충북,제천시,18.8,136432
2017,충청북도,충북,청주시,831521,10.7
2017,충청북도,충북,보은군,30.7,34053
2017,충청북도,충북,옥천군,26.5,51766
2017,충청북도,충북,영동군,28.1,50240
2017,충청북도,충북,진천군,16.1,73677
2017,충청북도,충북,괴산군,30.5,39054
2017,충청북도,충북,음성군,18.2,97306
2017,충청북도,충북,단양군,27,30215
2017,충청북도,충북,증평군,14.9,37783
2017,충청남도,충남,천안시,9.6,631531
2017,충청남도,충남,공주시,23.1,108432
2017,충청남도,충남,보령시,22.9,103198
2017,충청남도,충남,아산시,11.9,311453
2017,충청남도,충남,서산시,16.9,171678
2017,충청남도,충남,논산시,23.4,122240
2017,충청남도,충남,계룡시,9.5,43967
2017,충청남도,충남,당진시,17,167439
2017,충청남도,충남,금산군,27.8,53894
2017,충청남도,충남,부여군,30.7,69086
2017,충청남도,충남,서천군,32.5,55175
2017,충청남도,충남,청양군,31.8,32837
2017,충청남도,충남,홍성군,21.6,101570
2017,충청남도,충남,예산군,28.1,80338
2017,충청남도,충남,태안군,27.4,63932
2017,전라북도,전북,전주시,13.1,648964
2017,전라북도,전북,군산시,16.2,274997
2017,전라북도,전북,익산시,16.8,300187
2017,전라북도,전북,정읍시,25.1,113776
2017,전라북도,전북,남원시,25.4,83281
2017,전라북도,전북,김제시,28.9,86926
2017,전라북도,전북,완주군,20.2,95975
2017,전라북도,전북,진안군,31.6,26271
2017,전라북도,전북,무주군,31,24809
2017,전라북도,전북,장수군,30.9,23003
2017,전라북도,전북,임실군,32.1,30162
2017,전라북도,전북,순창군,31.3,29698
2017,전라북도,전북,고창군,30,60472
2017,전라북도,전북,부안군,29.7,56086
2017,전라남도,전남,목포시,14.4,234379
2017,전라남도,전남,여수시,17,286382
2017,전라남도,전남,순천시,14.1,279331
2017,전라남도,전남,나주시,22,110110
2017,전라남도,전남,광양시,11.4,155857
2017,전라남도,전남,담양군,28.8,47285
2017,전라남도,전남,곡성군,33.3,30131
2017,전라남도,전남,구례군,30.7,27525
2017,전라남도,전남,고흥군,38.2,66736
2017,전라남도,전남,보성군,35.3,43755
2017,전라남도,전남,화순군,24.5,64680
2017,전라남도,전남,장흥군,31.6,40136
2017,전라남도,전남,강진군,31.9,36868
2017,전라남도,전남,해남군,29.7,73604
2017,전라남도,전남,영암군,24.8,55616
2017,전라남도,전남,무안군,19.9,82872
2017,전라남도,전남,함평군,33.3,34328
2017,전라남도,전남,영광군,27.4,54774
2017,전라남도,전남,장성군,27.8,46111
2017,전라남도,전남,완도군,30.2,52109
2017,전라남도,전남,진도군,32.1,31765
2017,전라남도,전남,신안군,33.3,42070
2017,경상북도,경북,포항시,14.2,513832
2017,경상북도,경북,경주시,19.7,257903
2017,경상북도,경북,김천시,20.7,142908
2017,경상북도,경북,안동시,21.6,166272
2017,경상북도,경북,구미시,8,421799
2017,경상북도,경북,영주시,23.6,108371
2017,경상북도,경북,영천시,25.8,100615
2017,경상북도,경북,상주시,28.3,100947
2017,경상북도,경북,문경시,27.1,73294
2017,경상북도,경북,경산시,14.8,259485
2017,경상북도,경북,군위군,36.7,24215
2017,경상북도,경북,의성군,37.9,53474
2017,경상북도,경북,청송군,33.7,26006
2017,경상북도,경북,영양군,34.1,17479
2017,경상북도,경북,영덕군,34.1,38529
2017,경상북도,경북,청도군,34.1,43346
2017,경상북도,경북,고령군,27.4,33768
2017,경상북도,경북,성주군,28.4,45138
2017,경상북도,경북,칠곡군,13.4,120864
2017,경상북도,경북,예천군,31.4,49253
2017,경상북도,경북,봉화군,32.9,33259
2017,경상북도,경북,울진군,25.2,50974
2017,경상북도,경북,울릉군,22.4,9975
2017,경상남도,경남,진주시,14.9,346681
2017,경상남도,경남,통영시,16.2,135833
2017,경상남도,경남,사천시,19.4,114252
2017,경상남도,경남,김해시,9.6,532132
2017,경상남도,경남,밀양시,24.8,107898
2017,경상남도,경남,거제시,8.8,254073
2017,경상남도,경남,양산시,11.5,338535
2017,경상남도,경남,창원시,11.8,1057032
2017,경상남도,경남,의령군,34.6,27849
2017,경상남도,경남,함안군,21.2,68207
2017,경상남도,경남,창녕군,27.7,64101
2017,경상남도,경남,고성군,27.5,54060
2017,경상남도,경남,남해군,35.5,44642
2017,경상남도,경남,하동군,30.1,48831
2017,경상남도,경남,산청군,32.8,36340
2017,경상남도,경남,함양군,31.3,40175
2017,경상남도,경남,거창군,25.5,62763
2017,경상남도,경남,합천군,36.5,47000
2017,제주특별자치도,제주,본청,14.2,657083
2018,서울특별시,서울,종로구,17.4,153065
2018,서울특별시,서울,중구,17.3,125725
2018,서울특별시,서울,용산구,16.2,228999
2018,서울특별시,서울,성동구,13.8,308221
2018,서울특별시,서울,광진구,12.8,355559
2018,서울특별시,서울,동대문구,16.4,348052
2018,서울특별시,서울,중랑구,15.3,403209
2018,서울특별시,서울,성북구,15.5,435868
2018,서울특별시,서울,강북구,18.2,319164
2018,서울특별시,서울,도봉구,16.5,339413
2018,서울특별시,서울,노원구,14.2,543752
2018,서울특별시,서울,은평구,16,483197
2018,서울특별시,서울,서대문구,16.1,310313
2018,서울특별시,서울,마포구,13.5,375077
2018,서울특별시,서울,양천구,12.5,464185
2018,서울특별시,서울,강서구,13.3,596949
2018,서울특별시,서울,구로구,15.1,404497
2018,서울특별시,서울,금천구,15.1,233917
2018,서울특별시,서울,영등포구,14.9,367778
2018,서울특별시,서울,동작구,15,396203
2018,서울특별시,서울,관악구,14.3,501957
2018,서울특별시,서울,서초구,12.6,433951
2018,서울특별시,서울,강남구,12.3,542364
2018,서울특별시,서울,송파구,12.2,666635
2018,서울특별시,서울,강동구,13.7,427573
2018,부산광역시,부산,중구,24.3,42795
2018,부산광역시,부산,서구,22.8,110534
2018,부산광역시,부산,동구,24.6,86912
2018,부산광역시,부산,영도구,24.2,120109
2018,부산광역시,부산,부산진구,17.8,362357
2018,부산광역시,부산,동래구,16.6,266515
2018,부산광역시,부산,남구,17.9,279917
2018,부산광역시,부산,북구,14.5,296952
2018,부산광역시,부산,해운대구,15.3,409347
2018,부산광역시,부산,사하구,16.1,327791
2018,부산광역시,부산,금정구,18.3,242956
2018,부산광역시,부산,강서구,11.5,122957
2018,부산광역시,부산,연제구,17.1,207840
2018,부산광역시,부산,수영구,19.2,176246
2018,부산광역시,부산,사상구,15.4,223361
2018,부산광역시,부산,기장군,14.6,164864
2018,대구광역시,대구,중구,19.6,79401
2018,대구광역시,대구,동구,17.6,351291
2018,대구광역시,대구,서구,19.4,184372
2018,대구광역시,대구,남구,21.4,150501
2018,대구광역시,대구,북구,12.9,439489
2018,대구광역시,대구,수성구,14.1,432759
2018,대구광역시,대구,달서구,12.4,573413
2018,대구광역시,대구,달성군,11.5,250543
2018,인천광역시,인천,중구,14.3,122499
2018,인천광역시,인천,동구,20,66233
2018,인천광역시,인천,연수구,9,346359
2018,인천광역시,인천,남동구,11.6,537161
2018,인천광역시,인천,부평구,12.7,524640
2018,인천광역시,인천,계양구,10.6,312680
2018,인천광역시,인천,서구,9.3,538596
2018,인천광역시,인천,미추홀구,15.1,416542
2018,인천광역시,인천,강화군,30.7,68896
2018,인천광역시,인천,옹진군,23.6,21036
2018,광주광역시,광주,동구,21.5,94475
2018,광주광역시,광주,서구,12.6,304172
2018,광주광역시,광주,남구,16,216369
2018,광주광역시,광주,북구,13.4,439773
2018,광주광역시,광주,광산구,8.6,404547
2018,대전광역시,대전,동구,16.9,229071
2018,대전광역시,대전,중구,17,244421
2018,대전광역시,대전,서구,11.2,484663
2018,대전광역시,대전,유성구,8.4,349790
2018,대전광역시,대전,대덕구,13.6,181991
2018,울산광역시,울산,중구,12.7,231973
2018,울산광역시,울산,남구,10.2,330732
2018,울산광역시,울산,동구,10.2,164642
2018,울산광역시,울산,북구,7.3,206434
2018,울산광역시,울산,울주군,13,221842
2018,세종특별자치시,세종,본청,9.3,314126
2018,경기도,경기,수원시,9.8,1201166
2018,경기도,경기,성남시,12.6,954347
2018,경기도,경기,의정부시,13.7,447026
2018,경기도,경기,안양시,11.7,576831
2018,경기도,경기,부천시,11.6,843768
2018,경기도,경기,광명시,12.2,326841
2018,경기도,경기,평택시,11.8,495642
2018,경기도,경기,동두천시,18.4,96226
2018,경기도,경기,안산시,9.5,660343
2018,경기도,경기,고양시,12.1,1044189
2018,경기도,경기,과천시,13.4,58142
2018,경기도,경기,구리시,11.7,203553
2018,경기도,경기,남양주시,12.7,681828
2018,경기도,경기,오산시,8.4,220070
2018,경기도,경기,시흥시,8.4,448687
2018,경기도,경기,군포시,11.5,276916
2018,경기도,경기,의왕시,12.4,153932
2018,경기도,경기,하남시,11.9,254415
2018,경기도,경기,용인시,12.1,1035126
2018,경기도,경기,파주시,12.8,451848
2018,경기도,경기,이천시,13.1,214206
2018,경기도,경기,안성시,16,183579
2018,경기도,경기,김포시,11.5,423170
2018,경기도,경기,화성시,8.4,758722
2018,경기도,경기,광주시,11.8,363782
2018,경기도,경기,양주시,14.3,216951
2018,경기도,경기,포천시,17.5,150676
2018,경기도,경기,여주시,19.7,111525
2018,경기도,경기,연천군,23.8,44633
2018,경기도,경기,가평군,23.5,62918
2018,경기도,경기,양평군,23.2,116095
2018,강원도,강원,춘천시,16.2,280640
2018,강원도,강원,원주시,13.7,344070
2018,강원도,강원,강릉시,19.4,212957
2018,강원도,강원,동해시,18.1,91272
2018,강원도,강원,태백시,22.2,44858
2018,강원도,강원,속초시,17.1,81682
2018,강원도,강원,삼척시,22.7,68326
2018,강원도,강원,홍천군,23.5,69949
2018,강원도,강원,횡성군,26.6,46726
2018,강원도,강원,영월군,26.9,39730
2018,강원도,강원,평창군,25.1,42610
2018,강원도,강원,정선군,25.2,37700
2018,강원도,강원,철원군,20.4,46413
2018,강원도,강원,화천군,20.2,25084
2018,강원도,강원,양구군,18.5,23408
2018,강원도,강원,인제군,18.7,32136
2018,강원도,강원,고성군,26.4,28144
2018,강원도,강원,양양군,27.6,27347
2018,충청북도,충북,충주시,18.1,210504
2018,충청북도,충북,제천시,19.7,135386
2018,충청북도,충북,청주시,88656,831912
2018,충청북도,충북,보은군,31.6,33680
2018,충청북도,충북,옥천군,27.4,51465
2018,충청북도,충북,영동군,28.9,49715
2018,충청북도,충북,진천군,15.8,78218
2018,충청북도,충북,괴산군,30.9,39133
2018,충청북도,충북,음성군,19.1,95830
2018,충청북도,충북,단양군,27.7,30255
2018,충청북도,충북,증평군,15.7,37317
2018,충청남도,충남,천안시,9.8,646075
2018,충청남도,충남,공주시,23.7,107581
2018,충청남도,충남,보령시,23.6,101990
2018,충청남도,충남,아산시,12.2,312822
2018,충청남도,충남,서산시,17.2,174162
2018,충청남도,충남,논산시,24.3,120230
2018,충청남도,충남,계룡시,10.2,43731
2018,충청남도,충남,당진시,17.3,167770
2018,충청남도,충남,금산군,28.5,53222
2018,충청남도,충남,부여군,31.6,68078
2018,충청남도,충남,서천군,33.5,53922
2018,충청남도,충남,청양군,32.6,32296
2018,충청남도,충남,홍성군,22.1,101082
2018,충청남도,충남,예산군,28.8,80083
2018,충청남도,충남,태안군,28.4,63238
2018,전라북도,전북,전주시,13.6,651091
2018,전라북도,전북,군산시,16.8,272645
2018,전라북도,전북,익산시,17.5,294062
2018,전라북도,전북,정읍시,25.7,112169
2018,전라북도,전북,남원시,26,82554
2018,전라북도,전북,김제시,29.6,85331
2018,전라북도,전북,완주군,20.9,94444
2018,전라북도,전북,진안군,32.5,25963
2018,전라북도,전북,무주군,31.4,24589
2018,전라북도,전북,장수군,31,23221
2018,전라북도,전북,임실군,32.5,30072
2018,전라북도,전북,순창군,31.8,29209
2018,전라북도,전북,고창군,31.7,57041
2018,전라북도,전북,부안군,30.6,54441
2018,전라남도,전남,목포시,15,232327
2018,전라남도,전남,여수시,17.5,283300
2018,전라남도,전남,순천시,14.5,279389
2018,전라남도,전남,나주시,21.7,113839
2018,전라남도,전남,광양시,11.7,156564
2018,전라남도,전남,담양군,29.4,46917
2018,전라남도,전남,곡성군,33.9,29624
2018,전라남도,전남,구례군,31.4,27117
2018,전라남도,전남,고흥군,38.9,65777
2018,전라남도,전남,보성군,35.9,42803
2018,전라남도,전남,화순군,25,63933
2018,전라남도,전남,장흥군,32.1,39312
2018,전라남도,전남,강진군,32.7,36144
2018,전라남도,전남,해남군,30.3,71901
2018,전라남도,전남,영암군,25.3,54731
2018,전라남도,전남,무안군,20.2,81991
2018,전라남도,전남,함평군,34.2,33420
2018,전라남도,전남,영광군,27.8,54127
2018,전라남도,전남,장성군,28.2,45795
2018,전라남도,전남,완도군,30.6,51477
2018,전라남도,전남,진도군,32.4,31219
2018,전라남도,전남,신안군,33.8,41263
2018,경상북도,경북,포항시,15.1,510013
2018,경상북도,경북,경주시,20.4,256864
2018,경상북도,경북,김천시,21.5,141104
2018,경상북도,경북,안동시,22.7,162180
2018,경상북도,경북,구미시,8.4,421494
2018,경상북도,경북,영주시,24.7,106801
2018,경상북도,경북,영천시,26.4,101595
2018,경상북도,경북,상주시,29,100297
2018,경상북도,경북,문경시,28.3,71874
2018,경상북도,경북,경산시,15.3,261093
2018,경상북도,경북,군위군,37.6,23919
2018,경상북도,경북,의성군,38.9,52944
2018,경상북도,경북,청송군,34.9,25678
2018,경상북도,경북,영양군,35.1,17356
2018,경상북도,경북,영덕군,34.9,38108
2018,경상북도,경북,청도군,35.2,43057
2018,경상북도,경북,고령군,28.5,32969
2018,경상북도,경북,성주군,29.4,44672
2018,경상북도,경북,칠곡군,14,118828
2018,경상북도,경북,예천군,29.8,53274
2018,경상북도,경북,봉화군,33.6,32843
2018,경상북도,경북,울진군,26.1,50036
2018,경상북도,경북,울릉군,23.3,9832
2018,경상남도,경남,진주시,15.4,345987
2018,경상남도,경남,통영시,17.1,133720
2018,경상남도,경남,사천시,19.9,113888
2018,경상남도,경남,김해시,10.1,533672
2018,경상남도,경남,밀양시,25.8,106744
2018,경상남도,경남,거제시,9.4,250516
2018,경상남도,경남,양산시,12,348639
2018,경상남도,경남,창원시,12.5,1053601
2018,경상남도,경남,의령군,34.6,27667
2018,경상남도,경남,함안군,22.1,67025
2018,경상남도,경남,창녕군,28.4,63396
2018,경상남도,경남,고성군,28.5,53243
2018,경상남도,경남,남해군,36.2,43990
2018,경상남도,경남,하동군,31.2,47533
2018,경상남도,경남,산청군,33.6,35952
2018,경상남도,경남,함양군,31.5,40044
2018,경상남도,경남,거창군,26,62455
2018,경상남도,경남,합천군,37.2,45916
2018,제주특별자치도,제주,본청,14.4,667191
2019,서울특별시,서울,종로구,18.1,151290
2019,서울특별시,서울,중구,18.2,126171
2019,서울특별시,서울,용산구,16.8,228670
2019,서울특별시,서울,성동구,14.6,300889
2019,서울특별시,서울,광진구,13.6,351350
2019,서울특별시,서울,동대문구,17.1,346194
2019,서울특별시,서울,중랑구,16.4,397015
2019,서울특별시,서울,성북구,16,442650
2019,서울특별시,서울,강북구,19.3,313954
2019,서울특별시,서울,도봉구,17.6,333362
2019,서울특별시,서울,노원구,15.2,532905
2019,서울특별시,서울,은평구,16.8,480032
2019,서울특별시,서울,서대문구,16.7,309397
2019,서울특별시,서울,마포구,13.9,374035
2019,서울특별시,서울,양천구,13.3,458165
2019,서울특별시,서울,강서구,14.2,591796
2019,서울특별시,서울,구로구,16,406664
2019,서울특별시,서울,금천구,16,232810
2019,서울특별시,서울,영등포구,15.5,367678
2019,서울특별시,서울,동작구,15.7,395963
2019,서울특별시,서울,관악구,15,500094
2019,서울특별시,서울,서초구,13.2,430826
2019,서울특별시,서울,강남구,13,545169
2019,서울특별시,서울,송파구,12.9,675961
2019,서울특별시,서울,강동구,14.5,436067
2019,부산광역시,부산,중구,25.6,41910
2019,부산광역시,부산,서구,24.1,108229
2019,부산광역시,부산,동구,25.2,88165
2019,부산광역시,부산,영도구,25.8,116711
2019,부산광역시,부산,부산진구,18.8,357880
2019,부산광역시,부산,동래구,17.3,271247
2019,부산광역시,부산,남구,18.8,274480
2019,부산광역시,부산,북구,15.8,291132
2019,부산광역시,부산,해운대구,16.3,406102
2019,부산광역시,부산,사하구,17.4,321004
2019,부산광역시,부산,금정구,19.5,239062
2019,부산광역시,부산,강서구,11.7,129566
2019,부산광역시,부산,연제구,18.1,209395
2019,부산광역시,부산,수영구,20.2,176148
2019,부산광역시,부산,사상구,16.7,218094
2019,부산광역시,부산,기장군,15.4,164716
2019,대구광역시,대구,중구,20.1,77421
2019,대구광역시,대구,동구,18.5,345469
2019,대구광역시,대구,서구,21,175277
2019,대구광역시,대구,남구,22.3,148113
2019,대구광역시,대구,북구,13.7,437710
2019,대구광역시,대구,수성구,14.8,428614
2019,대구광역시,대구,달서구,13.3,568887
2019,대구광역시,대구,달성군,11.9,256540
2019,인천광역시,인천,중구,14.1,135135
2019,인천광역시,인천,동구,21.3,64427
2019,인천광역시,인천,연수구,9.4,366550
2019,인천광역시,인천,남동구,12.5,532704
2019,인천광역시,인천,부평구,13.6,511577
2019,인천광역시,인천,계양구,11.5,303471
2019,인천광역시,인천,서구,9.9,544556
2019,인천광역시,인천,미추홀구,16.1,408862
2019,인천광역시,인천,강화군,31.7,69178
2019,인천광역시,인천,옹진군,24.9,20566
2019,광주광역시,광주,동구,21.4,98585
2019,광주광역시,광주,서구,13.4,300975
2019,광주광역시,광주,남구,16.6,218060
2019,광주광역시,광주,북구,14.2,433533
2019,광주광역시,광주,광산구,9,405315
2019,대전광역시,대전,동구,17.9,226771
2019,대전광역시,대전,중구,18.2,240473
2019,대전광역시,대전,서구,11.9,481222
2019,대전광역시,대전,유성구,8.9,349373
2019,대전광역시,대전,대덕구,14.7,177031
2019,울산광역시,울산,중구,13.9,223581
2019,울산광역시,울산,남구,11.2,323819
2019,울산광역시,울산,동구,11.4,159656
2019,울산광역시,울산,북구,7.6,217796
2019,울산광역시,울산,울주군,13.7,223167
2019,세종특별자치시,세종,본청,9.4,340575
2019,경기도,경기,수원시,10.4,1194465
2019,경기도,경기,성남시,13.3,942724
2019,경기도,경기,의정부시,14.4,451868
2019,경기도,경기,안양시,12.6,567044
2019,경기도,경기,부천시,12.5,829996
2019,경기도,경기,광명시,13.1,316552
2019,경기도,경기,평택시,12.1,513027
2019,경기도,경기,동두천시,19.4,94768
2019,경기도,경기,안산시,10.2,650918
2019,경기도,경기,고양시,12.7,1066351
2019,경기도,경기,과천시,13.9,58289
2019,경기도,경기,구리시,12.6,199265
2019,경기도,경기,남양주시,13.3,701830
2019,경기도,경기,오산시,8.9,226379
2019,경기도,경기,시흥시,8.7,473682
2019,경기도,경기,군포시,12.2,275852
2019,경기도,경기,의왕시,12.9,161153
2019,경기도,경기,하남시,12.3,272455
2019,경기도,경기,용인시,12.6,1059609
2019,경기도,경기,파주시,13.4,454040
2019,경기도,경기,이천시,13.5,215834
2019,경기도,경기,안성시,16.8,183405
2019,경기도,경기,김포시,12,437221
2019,경기도,경기,화성시,8.5,815396
2019,경기도,경기,광주시,12.4,372654
2019,경기도,경기,양주시,15,222314
2019,경기도,경기,포천시,18.6,148379
2019,경기도,경기,여주시,20.8,111083
2019,경기도,경기,연천군,25.1,43824
2019,경기도,경기,가평군,24.7,62415
2019,경기도,경기,양평군,24.3,116874
2019,강원도,강원,춘천시,16.9,281291
2019,강원도,강원,원주시,14.3,349215
2019,강원도,강원,강릉시,20.2,213442
2019,강원도,강원,동해시,19.2,90522
2019,강원도,강원,태백시,23.5,43866
2019,강원도,강원,속초시,18.1,81786
2019,강원도,강원,삼척시,23.8,67228
2019,강원도,강원,홍천군,24.8,69150
2019,강원도,강원,횡성군,27.9,46575
2019,강원도,강원,영월군,28.2,39127
2019,강원도,강원,평창군,26.6,42106
2019,강원도,강원,정선군,26.4,37271
2019,강원도,강원,철원군,21.6,45584
2019,강원도,강원,화천군,21.3,24917
2019,강원도,강원,양구군,19.7,22764
2019,강원도,강원,인제군,19.6,31672
2019,강원도,강원,고성군,28.1,27260
2019,강원도,강원,양양군,28.7,27726
2019,충청북도,충북,충주시,18.9,210737
2019,충청북도,충북,제천시,20.6,134617
2019,충청북도,충북,청주시,11,91553
2019,충청북도,충북,보은군,33.1,32949
2019,충청북도,충북,옥천군,28.5,51023
2019,충청북도,충북,영동군,30,48738
2019,충청북도,충북,진천군,16,81084
2019,충청북도,충북,괴산군,32,39163
2019,충청북도,충북,음성군,20.1,94982
2019,충청북도,충북,단양군,29.1,29756
2019,충청북도,충북,증평군,16.4,37392
2019,충청남도,충남,천안시,10.3,652258
2019,충청남도,충남,공주시,24.8,106474
2019,충청남도,충남,보령시,24.7,101114
2019,충청남도,충남,아산시,12.7,314395
2019,충청남도,충남,서산시,17.8,174690
2019,충청남도,충남,논산시,25.3,118842
2019,충청남도,충남,계룡시,11.1,42971
2019,충청남도,충남,당진시,17.9,167042
2019,충청남도,충남,금산군,29.9,52257
2019,충청남도,충남,부여군,33,66740
2019,충청남도,충남,서천군,34.9,52805
2019,충청남도,충남,청양군,33.9,31717
2019,충청남도,충남,홍성군,22.9,100423
2019,충청남도,충남,예산군,29.9,79238
2019,충청남도,충남,태안군,29.6,62743
2019,전라북도,전북,전주시,14.2,654394
2019,전라북도,전북,군산시,17.8,270131
2019,전라북도,전북,익산시,18.6,287771
2019,전라북도,전북,정읍시,26.7,110541
2019,전라북도,전북,남원시,27.1,81441
2019,전라북도,전북,김제시,30.6,83895
2019,전라북도,전북,완주군,22.2,92220
2019,전라북도,전북,진안군,33.5,25697
2019,전라북도,전북,무주군,32.5,24303
2019,전라북도,전북,장수군,32.5,22441
2019,전라북도,전북,임실군,34,28902
2019,전라북도,전북,순창군,32.8,28382
2019,전라북도,전북,고창군,33.1,55504
2019,전라북도,전북,부안군,31.9,53295
2019,전라남도,전남,목포시,15.7,229861
2019,전라남도,전남,여수시,18.4,282786
2019,전라남도,전남,순천시,15.1,279598
2019,전라남도,전남,나주시,22,114664
2019,전라남도,전남,광양시,12.3,156750
2019,전라남도,전남,담양군,30,46535
2019,전라남도,전남,곡성군,34.9,28887
2019,전라남도,전남,구례군,32.7,26563
2019,전라남도,전남,고흥군,39.8,64913
2019,전라남도,전남,보성군,37.3,41420
2019,전라남도,전남,화순군,26,62737
2019,전라남도,전남,장흥군,33,38563
2019,전라남도,전남,강진군,33.7,35286
2019,전라남도,전남,해남군,31.2,70354
2019,전라남도,전남,영암군,25.8,54593
2019,전라남도,전남,무안군,20.8,81105
2019,전라남도,전남,함평군,35.2,32861
2019,전라남도,전남,영광군,28.2,53852
2019,전라남도,전남,장성군,28.6,45739
2019,전라남도,전남,완도군,31.4,50689
2019,전라남도,전남,진도군,32.8,30715
2019,전라남도,전남,신안군,34.9,40274
2019,경상북도,경북,포항시,16.2,507025
2019,경상북도,경북,경주시,21.4,255402
2019,경상북도,경북,김천시,22.1,141229
2019,경상북도,경북,안동시,23.7,160052
2019,경상북도,경북,구미시,8.9,419742
2019,경상북도,경북,영주시,25.9,105067
2019,경상북도,경북,영천시,27,102470
2019,경상북도,경북,상주시,29.6,100688
2019,경상북도,경북,문경시,28.9,72242
2019,경상북도,경북,경산시,16,263185
2019,경상북도,경북,군위군,38.5,23843
2019,경상북도,경북,의성군,39.9,52595
2019,경상북도,경북,청송군,35.9,25416
2019,경상북도,경북,영양군,36,16993
2019,경상북도,경북,영덕군,36,37361
2019,경상북도,경북,청도군,36.2,42910
2019,경상북도,경북,고령군,29.8,32373
2019,경상북도,경북,성주군,30.6,44015
2019,경상북도,경북,칠곡군,14.9,117047
2019,경상북도,경북,예천군,29.7,55100
2019,경상북도,경북,봉화군,34.9,32150
2019,경상북도,경북,울진군,27.1,49314
2019,경상북도,경북,울릉군,24.3,9617
2019,경상남도,경남,진주시,16.1,347334
2019,경상남도,경남,통영시,18.2,131404
2019,경상남도,경남,사천시,20.9,111925
2019,경상남도,경남,김해시,10.6,542455
2019,경상남도,경남,밀양시,27,105552
2019,경상남도,경남,거제시,10,248276
2019,경상남도,경남,양산시,12.7,350759
2019,경상남도,경남,창원시,13.4,1044740
2019,경상남도,경남,의령군,35.7,27168
2019,경상남도,경남,함안군,23.4,65700
2019,경상남도,경남,창녕군,29.6,62331
2019,경상남도,경남,고성군,29.8,52276
