"회계연도","지역명","자치단체코드","자치단체명","사회복지분야 결산액","세출결산액","사회복지비비율(%)"
"2020","서울","1100000","서울본청","13385073377666","31952141756841","41.89"
"2020","서울","1111000","서울종로구","181370506550","521497521390","34.78"
"2020","서울","1112000","서울중구","196643394109","551785352785","35.64"
"2020","서울","1113000","서울용산구","230687568705","590289841990","39.08"
"2020","서울","1114000","서울성동구","299121719400","725348251920","41.24"
"2020","서울","1115000","서울광진구","334435205609","769878677810","43.44"
"2020","서울","1116000","서울동대문구","409356373924","839459101560","48.76"
"2020","서울","1117000","서울중랑구","489163738761","1000407818072","48.90"
"2020","서울","1118000","서울성북구","458530190386","987223997116","46.45"
"2020","서울","1119000","서울강북구","425700607304","839241041078","50.72"
"2020","서울","1120000","서울도봉구","388755063343","824333602491","47.16"
"2020","서울","1121000","서울노원구","668202713386","1296225541405","51.55"
"2020","서울","1122000","서울은평구","573565151534","1070007759745","53.60"
"2020","서울","1123000","서울서대문구","328591673810","772718018860","42.52"
"2020","서울","1124000","서울마포구","378801325913","818941892160","46.25"
"2020","서울","1125000","서울양천구","433742458567","915974340913","47.35"
"2020","서울","1126000","서울강서구","663358831160","1262748705170","52.53"
"2020","서울","1127000","서울구로구","467175650425","958325312802","48.75"
"2020","서울","1128000","서울금천구","303797432773","675105780094","45.00"
"2020","서울","1129000","서울영등포구","384024876589","869476230669","44.17"
"2020","서울","1130000","서울동작구","510411177789","834384499384","61.17"
"2020","서울","1131000","서울관악구","511911620571","1034951840128","49.46"
"2020","서울","1132000","서울서초구","322404485368","839203268026","38.42"
"2020","서울","1133000","서울강남구","438732262198","1222673553402","35.88"
"2020","서울","1134000","서울송파구","731080470419","1150635402930","63.54"
"2020","서울","1135000","서울강동구","461676273132","948434492184","48.68"
"2020","부산","2600000","부산본청","5477078801420","11495800974570","47.64"
"2020","부산","2611000","부산중구","72837925230","197767788320","36.83"
"2020","부산","2612000","부산서구","214212420010","371564477330","57.65"
"2020","부산","2613000","부산동구","195645541210","336872668680","58.08"
"2020","부산","2614000","부산영도구","244931809060","393907260690","62.18"
"2020","부산","2615000","부산부산진구","551227777410","781193278810","70.56"
"2020","부산","2616000","부산동래구","361719863750","556245039810","65.03"
"2020","부산","2617000","부산남구","313107897340","587721620840","53.27"
"2020","부산","2618000","부산북구","462916769720","667795270140","69.32"
"2020","부산","2619000","부산해운대구","460827611410","867060766520","53.15"
"2020","부산","2620000","부산사하구","522437718920","763025486780","68.47"
"2020","부산","2621000","부산금정구","357201040990","567068597830","62.99"
"2020","부산","2622000","부산강서구","174396047010","451646599297","38.61"
"2020","부산","2623000","부산연제구","317349195140","474020573110","66.95"
"2020","부산","2624000","부산수영구","215692656890","419921322390","51.37"
"2020","부산","2625000","부산사상구","351684270930","536729237220","65.52"
"2020","부산","2671000","부산기장군","330071629390","636947160342","51.82"
"2020","대구","2700000","대구본청","3454211291154","8251316785631","41.86"
"2020","대구","2711000","대구중구","128535911710","347216574436","37.02"
"2020","대구","2712000","대구동구","491347092505","887206158698","55.38"
"2020","대구","2713000","대구서구","280201226056","535339796176","52.34"
"2020","대구","2714000","대구남구","262362950698","492359038862","53.29"
"2020","대구","2715000","대구북구","491399447444","961044955249","51.13"
"2020","대구","2716000","대구수성구","456413676915","931425702340","49.00"
"2020","대구","2717000","대구달서구","639895996836","1169123252899","54.73"
"2020","대구","2771000","대구달성군","344286373847","980527230644","35.11"
"2020","인천","2800000","인천본청","3579996388732","8894496711282","40.25"
"2020","인천","2811000","인천중구","172717649437","407856897784","42.35"
"2020","인천","2812000","인천동구","124322477054","271540996093","45.78"
"2020","인천","2813000","인천미추홀구","621067431386","878100683231","70.73"
"2020","인천","2814000","인천연수구","362993374207","625331538099","58.05"
"2020","인천","2815000","인천남동구","596564933126","944298375323","63.18"
"2020","인천","2816000","인천부평구","582692070647","928285556472","62.77"
"2020","인천","2817000","인천계양구","334001777600","562449040597","59.38"
"2020","인천","2818000","인천서구","533780285544","947991444731","56.31"
"2020","인천","2871000","인천강화군","144948313140","632528330091","22.92"
"2020","인천","2872000","인천옹진군","52657848680","354297396270","14.86"
"2020","광주","2900000","광주본청","2553405404323","5654674262037","45.16"
