"회계연도","지역명","자치단체코드","자치단체명","사회복지분야 결산액","세출결산액","사회복지비비율(%)"
"2011","서울","1100000","서울본청","3349780301465","14502962392759","23.10"
"2011","서울","1111000","서울종로구","53002058954","211060823588","25.11"
"2011","서울","1112000","서울중구","61068876538","224638648088","27.19"
"2011","서울","1113000","서울용산구","69613241620","230308348801","30.23"
"2011","서울","1114000","서울성동구","90078191860","302340248370","29.79"
"2011","서울","1115000","서울광진구","89621639590","243983765400","36.73"
"2011","서울","1116000","서울동대문구","110375576856","304749419310","36.22"
"2011","서울","1117000","서울중랑구","142607114803","319981932394","44.57"
"2011","서울","1118000","서울성북구","138962199232","335387047115","41.43"
"2011","서울","1119000","서울강북구","142868992960","295648827137","48.32"
"2011","서울","1120000","서울도봉구","112245637010","258039810715","43.50"
"2011","서울","1121000","서울노원구","224325643460","425562007940","52.71"
"2011","서울","1122000","서울은평구","156424169070","334640901651","46.74"
"2011","서울","1123000","서울서대문구","88004069420","250957526460","35.07"
"2011","서울","1124000","서울마포구","124898277365","289935865588","43.08"
"2011","서울","1125000","서울양천구","124798731020","291098052620","42.87"
"2011","서울","1126000","서울강서구","199630682080","386323532300","51.67"
"2011","서울","1127000","서울구로구","121673879890","298289746310","40.79"
"2011","서울","1128000","서울금천구","100449697620","236354799438","42.50"
"2011","서울","1129000","서울영등포구","104045940088","294648093501","35.31"
"2011","서울","1130000","서울동작구","109640106886","273187035480","40.13"
"2011","서울","1131000","서울관악구","142218201903","317526549839","44.79"
"2011","서울","1132000","서울서초구","67085028545","264191070235","25.39"
"2011","서울","1133000","서울강남구","160030772305","468669053955","34.15"
"2011","서울","1134000","서울송파구","132109313238","345687316709","38.22"
"2011","서울","1135000","서울강동구","118112816684","291265833868","40.55"
"2011","부산","2600000","부산본청","1591684133660","6146767150890","25.89"
"2011","부산","2611000","부산중구","27979708460","86721691810","32.26"
"2011","부산","2612000","부산서구","75079319510","151612370500","49.52"
"2011","부산","2613000","부산동구","66366389550","139522884100","47.57"
"2011","부산","2614000","부산영도구","81122405210","153292722970","52.92"
"2011","부산","2615000","부산부산진구","141719895250","268822306860","52.72"
"2011","부산","2616000","부산동래구","90659048840","178982581330","50.65"
"2011","부산","2617000","부산남구","102486285810","199272209850","51.43"
"2011","부산","2618000","부산북구","144631091750","237075396040","61.01"
"2011","부산","2619000","부산해운대구","161532991880","291697247730","55.38"
"2011","부산","2620000","부산사하구","147860628770","264997025840","55.80"
"2011","부산","2621000","부산금정구","97761904940","208066472270","46.99"
"2011","부산","2622000","부산강서구","39870532620","142361246437","28.01"
"2011","부산","2623000","부산연제구","83219659280","154442352130","53.88"
"2011","부산","2624000","부산수영구","61281688890","127019712550","48.25"
"2011","부산","2625000","부산사상구","107216189720","214567291830","49.97"
"2011","부산","2671000","부산기장군","64485821830","226684612040","28.45"
"2011","대구","2700000","대구본청","1027827871600","3615262439130","28.43"
"2011","대구","2711000","대구중구","48603997003","131000838010","37.10"
"2011","대구","2712000","대구동구","167249757130","303011675210","55.20"
"2011","대구","2713000","대구서구","98713702920","178844124210","55.20"
"2011","대구","2714000","대구남구","88330314704","166228499079","53.14"
"2011","대구","2715000","대구북구","174929146240","302615647850","57.81"
"2011","대구","2716000","대구수성구","159387267750","290427279280","54.88"
"2011","대구","2717000","대구달서구","209794029086","349222812439","60.07"
"2011","대구","2771000","대구달성군","89448670745","314770531869","28.42"
"2011","인천","2800000","인천본청","1094683336665","4063296367174","26.94"
"2011","인천","2811000","인천중구","52228196062","197864330610","26.40"
"2011","인천","2812000","인천동구","43092389803","108134478154","39.85"
"2011","인천","2813000","인천남구","151321306184","292605561289","51.72"
"2011","인천","2814000","인천연수구","105405684092","224919735218","46.86"
"2011","인천","2815000","인천남동구","175664715910","364853984960","48.15"
"2011","인천","2816000","인천부평구","213728270718","389482686087","54.87"
"2011","인천","2817000","인천계양구","109745270874","227848994875","48.17"
"2011","인천","2818000","인천서구","140718200050","321860552541","43.72"
"2011","인천","2871000","인천강화군","50857982012","331016230605","15.36"
"2011","인천","2872000","인천옹진군","19612588620","209104949730","9.38"
"2011","광주","2900000","광주본청","774254597580","2542676019880","30.45"
"2011","광주","2911000","광주동구","70564013140","155227931080","45.46"
"2011","광주","2912000","광주서구","129327802070","267014319787","48.43"
"2011","광주","2913000","광주남구","107406052160","215097460710","49.93"
"2011","광주","2914000","광주북구","211325754822","364138991685","58.03"
"2011","광주","2915000","광주광산구","176905717780","315194125436","56.13"
"2011","대전","3000000","대전본청","676909259350","2355770321020","28.73"
"2011","대전","3011000","대전동구","139255674250","278892257080","49.93"
"2011","대전","3012000","대전중구","117985959721","229024981640","51.52"
"2011","대전","3013000","대전서구","173050838820","328514804373","52.68"
"2011","대전","3014000","대전유성구","88280972550","230537890825","38.29"
"2011","대전","3015000","대전대덕구","104574838980","228029573607","45.86"
"2011","울산","3100000","울산본청","356292888838","1765609865711","20.18"
"2011","울산","3111000","울산중구","67678527640","156994134550","43.11"
"2011","울산","3112000","울산남구","78985114260","227046998278","34.79"
"2011","울산","3113000","울산동구","46901882597","128025532581","36.63"
"2011","울산","3114000","울산북구","58236088995","151598832698","38.41"
"2011","울산","3171000","울산울주군","92758216710","349538156110","26.54"
"2011","경기","4100000","경기본청","2784958632090","12196307295250","22.83"
"2011","경기","4111000","경기수원시","301294519120","1095909357978","27.49"
"2011","경기","4112000","경기성남시","349355310790","1152255486600","30.32"
"2011","경기","4120000","경기고양시","287402995840","1027267604480","27.98"
"2011","경기","4129000","경기용인시","262131562680","1216267823098","21.55"
"2011","경기","4115000","경기부천시","275106852300","795312270940","34.59"
"2011","경기","4119000","경기안산시","288122501790","788868373900","36.52"
"2011","경기","4114000","경기안양시","173811591160","597263781930","29.10"
"2011","경기","4123000","경기남양주시","207790709810","689619559860","30.13"
"2011","경기","4134000","경기화성시","175305682610","849577257240","20.63"
"2011","경기","4117000","경기평택시","167427731029","723639397422","23.14"
"2011","경기","4113000","경기의정부시","186666681700","514438292986","36.29"
"2011","경기","4125000","경기시흥시","152189811576","508906943428","29.91"
"2011","경기","4130000","경기파주시","144640652290","588671254311","24.57"
"2011","경기","4116000","경기광명시","112514166810","344802386730","32.63"
"2011","경기","4133000","경기김포시","98907152670","503368321860","19.65"
"2011","경기","4126000","경기군포시","89823148612","295088303191","30.44"
"2011","경기","4135000","경기광주시","98124505637","451364450444","21.74"
"2011","경기","4131000","경기이천시","104727052460","446864043477","23.44"
"2011","경기","4136000","경기양주시","98915758960","422266652540","23.42"
"2011","경기","4124000","경기오산시","65816584503","219380835741","30.00"
"2011","경기","4122000","경기구리시","68528702000","219378215820","31.24"
"2011","경기","4132000","경기안성시","97563609550","423390433591","23.04"
"2011","경기","4137000","경기포천시","90155719089","436872169956","20.64"
"2011","경기","4127000","경기의왕시","54568860440","222580420980","24.52"
"2011","경기","4128000","경기하남시","54568662210","256513088200","21.27"
"2011","경기","4118000","경기동두천시","63270061720","223947197300","28.25"
"2011","경기","4121000","경기과천시","46333969360","204118762205","22.70"
"2011","경기","4172000","경기여주군","69116946013","337155372643","20.50"
"2011","경기","4178000","경기양평군","61060135783","349829832560","17.45"
"2011","경기","4177000","경기가평군","56584178630","254066232260","22.27"
