"회계연도","지역명","자치단체코드","자치단체명","사회복지분야 결산액","세출결산액","사회복지비비율(%)"
"2015","서울","1100000","서울본청","6057689788788","18448024250827","32.84"
"2015","서울","1111000","서울종로구","101318005020","291938160920","34.71"
"2015","서울","1112000","서울중구","95413501252","274018216798","34.82"
"2015","서울","1113000","서울용산구","120138430994","282550929941","42.52"
"2015","서울","1114000","서울성동구","160708279360","357723213820","44.93"
"2015","서울","1115000","서울광진구","167316043665","364590710220","45.89"
"2015","서울","1116000","서울동대문구","209735917223","404255415106","51.88"
"2015","서울","1117000","서울중랑구","250230914915","441696170263","56.65"
"2015","서울","1118000","서울성북구","266158755093","495393629284","53.73"
"2015","서울","1119000","서울강북구","234797379296","424830787877","55.27"
"2015","서울","1120000","서울도봉구","206431911050","398289744434","51.83"
"2015","서울","1121000","서울노원구","381229468190","623848341650","61.11"
"2015","서울","1122000","서울은평구","296108272496","502421998273","58.94"
"2015","서울","1123000","서울서대문구","163514343120","347927717561","47.00"
"2015","서울","1124000","서울마포구","201620746026","411311073415","49.02"
"2015","서울","1125000","서울양천구","233675870210","439516398528","53.17"
"2015","서울","1126000","서울강서구","360932955300","578386361530","62.40"
"2015","서울","1127000","서울구로구","245324599080","440833810380","55.65"
"2015","서울","1128000","서울금천구","164422146810","312519490890","52.61"
"2015","서울","1129000","서울영등포구","212070957467","427801662805","49.57"
"2015","서울","1130000","서울동작구","211096797210","377443167058","55.93"
"2015","서울","1131000","서울관악구","263505885268","471571548030","55.88"
"2015","서울","1132000","서울서초구","166318138983","392272130982","42.40"
"2015","서울","1133000","서울강남구","260291951306","569455999447","45.71"
"2015","서울","1134000","서울송파구","266172989603","520779247125","51.11"
"2015","서울","1135000","서울강동구","229895471157","426830125837","53.86"
"2015","부산","2600000","부산본청","2567241277450","7554276896240","33.98"
"2015","부산","2611000","부산중구","43398359570","113369937450","38.28"
"2015","부산","2612000","부산서구","112870026020","219701211900","51.37"
"2015","부산","2613000","부산동구","99576247980","192838812940","51.64"
"2015","부산","2614000","부산영도구","124146917010","218728019210","56.76"
"2015","부산","2615000","부산부산진구","244759996520","392979782360","62.28"
"2015","부산","2616000","부산동래구","148588956000","271149998500","54.80"
"2015","부산","2617000","부산남구","174792935680","303705396730","57.55"
"2015","부산","2618000","부산북구","217780415650","340021756320","64.05"
"2015","부산","2619000","부산해운대구","260298942020","435500473960","59.77"
"2015","부산","2620000","부산사하구","235444602070","383504378970","61.39"
"2015","부산","2621000","부산금정구","159863730580","292106479510","54.73"
"2015","부산","2622000","부산강서구","68504141600","232011187288","29.53"
"2015","부산","2623000","부산연제구","140907424280","240192395340","58.66"
"2015","부산","2624000","부산수영구","110607393430","212505913360","52.05"
"2015","부산","2625000","부산사상구","167174817670","287458824100","58.16"
"2015","부산","2671000","부산기장군","128702603630","469706639121","27.40"
"2015","대구","2700000","대구본청","1665842229361","5178376726958","32.17"
"2015","대구","2711000","대구중구","74479809010","177035065690","42.07"
"2015","대구","2712000","대구동구","276264064186","436605613086","63.28"
"2015","대구","2713000","대구서구","155516850120","260552179360","59.69"
"2015","대구","2714000","대구남구","136695636773","237854176211","57.47"
"2015","대구","2715000","대구북구","273271346109","448255802304","60.96"
"2015","대구","2716000","대구수성구","256912389572","430264641060","59.71"
"2015","대구","2717000","대구달서구","349790047450","547611281172","63.88"
"2015","대구","2771000","대구달성군","143173659030","430372490406","33.27"
"2015","인천","2800000","인천본청","1805909774189","5997491448782","30.11"
"2015","인천","2811000","인천중구","86462411839","247486943395","34.94"
"2015","인천","2812000","인천동구","66597125049","151662432256","43.91"
"2015","인천","2813000","인천남구","267787591254","451338232406","59.33"
"2015","인천","2814000","인천연수구","181240906175","299679741177","60.48"
"2015","인천","2815000","인천남동구","312554903304","498275087026","62.73"
"2015","인천","2816000","인천부평구","348072279307","554778720933","62.74"
"2015","인천","2817000","인천계양구","189419686484","324796638369","58.32"
"2015","인천","2818000","인천서구","272323988526","491059746010","55.46"
"2015","인천","2871000","인천강화군","75506547729","363529691577","20.77"
"2015","인천","2872000","인천옹진군","31667128450","231201763850","13.70"
"2015","광주","2900000","광주본청","1208096866610","3514505599042","34.37"
"2015","광주","2911000","광주동구","114087634860","215947315700","52.83"
"2015","광주","2912000","광주서구","205965244938","350894080382","58.70"
"2015","광주","2913000","광주남구","176623441590","308034264650","57.34"
"2015","광주","2914000","광주북구","328274846124","498441445616","65.86"
"2015","광주","2915000","광주광산구","282329798730","473967357288","59.57"
"2015","대전","3000000","대전본청","1061907495040","3041359073556","34.92"
"2015","대전","3011000","대전동구","213364365870","353676480840","60.33"
"2015","대전","3012000","대전중구","188586289060","340009759040","55.46"
"2015","대전","3013000","대전서구","283179581290","473323972616","59.83"
"2015","대전","3014000","대전유성구","177461204040","383739546387","46.25"
"2015","대전","3015000","대전대덕구","154847569080","296716394401","52.19"
"2015","울산","3100000","울산본청","638852694532","2209382701787","28.92"
"2015","울산","3111000","울산중구","132878400100","259443079261","51.22"
"2015","울산","3112000","울산남구","162912116846","338553084823","48.12"
"2015","울산","3113000","울산동구","94220975425","211502697492","44.55"
"2015","울산","3114000","울산북구","107029186094","228220371782","46.90"
"2015","울산","3171000","울산울주군","155565194080","575812827083","27.02"
"2015","세종","3200000","세종본청","156069980658","792202110641","19.70"
"2015","경기","4100000","경기본청","5418410830970","16770049927625","32.31"
"2015","경기","4111000","경기수원시","629438110485","1678290812107","37.50"
"2015","경기","4112000","경기성남시","594959750871","1545332242950","38.50"
"2015","경기","4120000","경기고양시","553014103540","1285186446750","43.03"
"2015","경기","4129000","경기용인시","485313844874","1639394890759","29.60"
"2015","경기","4115000","경기부천시","466832556860","1122447658740","41.59"
"2015","경기","4119000","경기안산시","435271334310","1037261652760","41.96"
"2015","경기","4114000","경기안양시","320360463770","821484941424","39.00"
"2015","경기","4123000","경기남양주시","389142168690","911328682162","42.70"
"2015","경기","4134000","경기화성시","360777980971","1424817135070","25.32"
"2015","경기","4117000","경기평택시","283249036731","995492394235","28.45"
"2015","경기","4113000","경기의정부시","291680044445","707985923058","41.20"
"2015","경기","4125000","경기시흥시","234893573981","648779513947","36.21"
"2015","경기","4130000","경기파주시","267795103400","751477969800","35.64"
"2015","경기","4116000","경기광명시","215028078950","508259549800","42.31"
"2015","경기","4133000","경기김포시","212593875010","610797443875","34.81"
"2015","경기","4126000","경기군포시","181676418220","430552658988","42.20"
"2015","경기","4135000","경기광주시","201112806815","524242526742","38.36"
"2015","경기","4131000","경기이천시","160925712677","538027667364","29.91"
"2015","경기","4136000","경기양주시","147488107470","468166190000","31.50"
"2015","경기","4124000","경기오산시","147709844002","346093966300","42.68"
"2015","경기","4122000","경기구리시","116105553290","327690181700","35.43"
"2015","경기","4132000","경기안성시","152410894548","494689706710","30.81"
"2015","경기","4137000","경기포천시","133677134818","531553382028","25.15"
"2015","경기","4127000","경기의왕시","99485000720","284583399512","34.96"
"2015","경기","4128000","경기하남시","98656093840","340182907240","29.00"
"2015","경기","4138000","경기여주시","108850436984","406584484319","26.77"
"2015","경기","4118000","경기동두천시","101980462840","276087429530","36.94"
"2015","경기","4121000","경기과천시","47294688960","225245112700","21.00"
"2015","경기","4178000","경기양평군","106296229420","407262302967","26.10"
"2015","경기","4177000","경기가평군","85677404396","333373475026","25.70"
"2015","경기","4175000","경기연천군","52771494343","325630218923","16.21"
"2015","강원","4200000","강원본청","1050479479246","4204331846425","24.99"
"2015","강원","4211000","강원춘천시","241638545060","724519246415","33.35"
"2015","강원","4212000","강원원주시","254059114520","742433729160","34.22"
"2015","강원","4213000","강원강릉시","195807786582","655843326287","29.86"
"2015","강원","4214000","강원동해시","87177057330","262400448078","33.22"
"2015","강원","4215000","강원태백시","53058548310","226794345234","23.40"
"2015","강원","4216000","강원속초시","84944815962","239743688576","35.43"
"2015","강원","4217000","강원삼척시","78602967268","415671090510","18.91"
"2015","강원","4271000","강원홍천군","74649969521","410071202430","18.20"
"2015","강원","4272000","강원횡성군","53583428838","297251505021","18.03"
"2015","강원","4273000","강원영월군","57427679807","303238312715","18.94"
"2015","강원","4274000","강원평창군","43452212791","299637323701","14.50"
"2015","강원","4275000","강원정선군","49657892355","305369660790","16.26"
"2015","강원","4276000","강원철원군","48308421671","297199998586","16.25"
"2015","강원","4277000","강원화천군","33891976642","206967568199","16.38"
"2015","강원","4278000","강원양구군","32969204168","194953280548","16.91"
"2015","강원","4279000","강원인제군","41033247528","281416813865","14.58"
"2015","강원","4280000","강원고성군","40366515100","253342064165","15.93"
"2015","강원","4281000","강원양양군","39440966202","219269266941","17.99"
"2015","충북","4300000","충북본청","1095763969550","3458002580540","31.69"
"2015","충북","4314000","충북청주시","605978012089","1792296722324","33.81"
"2015","충북","4312000","충북충주시","185999519260","608694384020","30.56"
"2015","충북","4313000","충북제천시","134767853350","505988538440","26.63"
"2015","충북","4372000","충북보은군","45238387200","259403462850","17.44"
"2015","충북","4373000","충북옥천군","67179508680","294188737880","22.84"
"2015","충북","4374000","충북영동군","64138078650","311064950680","20.62"
"2015","충북","4379000","충북증평군","34088378110","163605610035","20.84"
"2015","충북","4375000","충북진천군","61749738420","298722853910","20.67"
"2015","충북","4376000","충북괴산군","54907225260","342183001910","16.05"
"2015","충북","4377000","충북음성군","109828326140","391146655059","28.08"
"2015","충북","4378000","충북단양군","45081346050","249158064280","18.09"
"2015","충남","4400000","충남본청","1237910683950","4766026264107","25.97"
"2015","충남","4411000","충남천안시","372530706044","1080019477653","34.49"
