"회계연도","지역명","자치단체코드","자치단체명","사회복지분야 결산액","세출결산액","사회복지비비율(%)"
"2010","서울","1100000","서울본청","0","14589232149641","0.00"
"2010","서울","1111000","서울종로구","0","224193679476","0.00"
"2010","서울","1112000","서울중구","0","251146501234","0.00"
"2010","서울","1113000","서울용산구","0","240338661648","0.00"
"2010","서울","1114000","서울성동구","0","271099954940","0.00"
"2010","서울","1115000","서울광진구","0","260122593300","0.00"
"2010","서울","1116000","서울동대문구","0","309688185667","0.00"
"2010","서울","1117000","서울중랑구","0","343056529639","0.00"
"2010","서울","1118000","서울성북구","0","352237303873","0.00"
"2010","서울","1119000","서울강북구","0","300459493502","0.00"
"2010","서울","1120000","서울도봉구","0","273798795379","0.00"
"2010","서울","1121000","서울노원구","0","444064926324","0.00"
"2010","서울","1122000","서울은평구","0","326111512852","0.00"
"2010","서울","1123000","서울서대문구","0","275084707368","0.00"
"2010","서울","1124000","서울마포구","0","287660516361","0.00"
"2010","서울","1125000","서울양천구","0","315781871590","0.00"
"2010","서울","1126000","서울강서구","0","391391773070","0.00"
"2010","서울","1127000","서울구로구","0","308584325440","0.00"
"2010","서울","1128000","서울금천구","0","236687437820","0.00"
"2010","서울","1129000","서울영등포구","0","326193304563","0.00"
"2010","서울","1130000","서울동작구","0","280830413549","0.00"
"2010","서울","1131000","서울관악구","0","338064189430","0.00"
"2010","서울","1132000","서울서초구","0","314125191394","0.00"
"2010","서울","1133000","서울강남구","0","517457534037","0.00"
"2010","서울","1134000","서울송파구","0","353860783729","0.00"
"2010","서울","1135000","서울강동구","0","304835828240","0.00"
"2010","부산","2600000","부산본청","0","5830656027300","0.00"
"2010","부산","2611000","부산중구","0","85600270750","0.00"
"2010","부산","2612000","부산서구","0","150657550530","0.00"
"2010","부산","2613000","부산동구","0","138020903840","0.00"
"2010","부산","2614000","부산영도구","0","161014796990","0.00"
"2010","부산","2615000","부산부산진구","0","255506125470","0.00"
"2010","부산","2616000","부산동래구","0","161517584650","0.00"
"2010","부산","2617000","부산남구","0","189138634260","0.00"
"2010","부산","2618000","부산북구","0","231872279570","0.00"
"2010","부산","2619000","부산해운대구","0","280464838890","0.00"
"2010","부산","2620000","부산사하구","0","249597116920","0.00"
"2010","부산","2621000","부산금정구","0","193702848000","0.00"
"2010","부산","2622000","부산강서구","0","142332045700","0.00"
"2010","부산","2623000","부산연제구","0","149342985560","0.00"
"2010","부산","2624000","부산수영구","0","127691582740","0.00"
"2010","부산","2625000","부산사상구","0","197580131780","0.00"
"2010","부산","2671000","부산기장군","0","251138398040","0.00"
"2010","대구","2700000","대구본청","0","3555190343770","0.00"
"2010","대구","2711000","대구중구","0","127175767600","0.00"
"2010","대구","2712000","대구동구","0","308972253282","0.00"
"2010","대구","2713000","대구서구","0","171763959210","0.00"
"2010","대구","2714000","대구남구","0","164347738797","0.00"
"2010","대구","2715000","대구북구","0","300299395800","0.00"
"2010","대구","2716000","대구수성구","0","291639910600","0.00"
"2010","대구","2717000","대구달서구","0","341223797745","0.00"
"2010","대구","2771000","대구달성군","0","329347676708","0.00"
"2010","인천","2800000","인천본청","0","3699657030288","0.00"
"2010","인천","2811000","인천중구","0","182358608518","0.00"
"2010","인천","2812000","인천동구","0","111702158060","0.00"
"2010","인천","2813000","인천남구","0","304041848664","0.00"
"2010","인천","2814000","인천연수구","0","197911826128","0.00"
"2010","인천","2815000","인천남동구","0","329456106715","0.00"
"2010","인천","2816000","인천부평구","0","400804017684","0.00"
"2010","인천","2817000","인천계양구","0","204778948321","0.00"
"2010","인천","2818000","인천서구","0","308400132960","0.00"
"2010","인천","2871000","인천강화군","0","343735715002","0.00"
"2010","인천","2872000","인천옹진군","0","198107612030","0.00"
"2010","광주","2900000","광주본청","0","2306040532463","0.00"
"2010","광주","2911000","광주동구","0","148777100560","0.00"
"2010","광주","2912000","광주서구","0","260550355635","0.00"
"2010","광주","2913000","광주남구","0","204095082870","0.00"
"2010","광주","2914000","광주북구","0","344373469620","0.00"
"2010","광주","2915000","광주광산구","0","295517727572","0.00"
"2010","대전","3000000","대전본청","0","2197915916360","0.00"
"2010","대전","3011000","대전동구","0","248372429502","0.00"
"2010","대전","3012000","대전중구","0","218094325015","0.00"
"2010","대전","3013000","대전서구","0","288834045100","0.00"
"2010","대전","3014000","대전유성구","0","208683369832","0.00"
"2010","대전","3015000","대전대덕구","0","212601955350","0.00"
"2010","울산","3100000","울산본청","0","1675264575894","0.00"
"2010","울산","3111000","울산중구","0","161197963470","0.00"
"2010","울산","3112000","울산남구","0","220162576266","0.00"
"2010","울산","3113000","울산동구","0","122953358437","0.00"
"2010","울산","3114000","울산북구","0","145679556730","0.00"
"2010","울산","3171000","울산울주군","0","370619920748","0.00"
"2010","경기","4100000","경기본청","0","11179947613030","0.00"
"2010","경기","4111000","경기수원시","0","1092958512880","0.00"
"2010","경기","4112000","경기성남시","0","1221805161240","0.00"
"2010","경기","4120000","경기고양시","0","981136392000","0.00"
"2010","경기","4129000","경기용인시","0","1199085068954","0.00"
"2010","경기","4115000","경기부천시","0","800988553850","0.00"
"2010","경기","4119000","경기안산시","0","783055474030","0.00"
"2010","경기","4114000","경기안양시","0","589294287410","0.00"
"2010","경기","4123000","경기남양주시","0","702800334410","0.00"
"2010","경기","4134000","경기화성시","0","892343770720","0.00"
"2010","경기","4117000","경기평택시","0","776054669804","0.00"
"2010","경기","4113000","경기의정부시","0","515878612350","0.00"
"2010","경기","4125000","경기시흥시","0","509470329761","0.00"
