"회계연도","지역명","자치단체코드","자치단체명","사회복지분야 결산액","세출결산액","사회복지비비율(%)"
"2013","서울","1100000","서울본청","4770675894832","15469834430447","30.84"
"2013","서울","1111000","서울종로구","78108811179","268654657306","29.07"
"2013","서울","1112000","서울중구","81688893180","253407939970","32.24"
"2013","서울","1113000","서울용산구","98168298500","251962900456","38.96"
"2013","서울","1114000","서울성동구","123305046680","300812450940","40.99"
"2013","서울","1115000","서울광진구","127940280134","296190695152","43.20"
"2013","서울","1116000","서울동대문구","151489966720","341657257590","44.34"
"2013","서울","1117000","서울중랑구","183703610614","353572061052","51.96"
"2013","서울","1118000","서울성북구","197508271509","408911350495","48.30"
"2013","서울","1119000","서울강북구","177253208761","342224984949","51.79"
"2013","서울","1120000","서울도봉구","153276363318","313498374563","48.89"
"2013","서울","1121000","서울노원구","293634800980","509260413970","57.66"
"2013","서울","1122000","서울은평구","222204067005","413603322107","53.72"
"2013","서울","1123000","서울서대문구","125394758319","304194532720","41.22"
"2013","서울","1124000","서울마포구","156061128046","333488548029","46.80"
"2013","서울","1125000","서울양천구","179587744880","364411178700","49.28"
"2013","서울","1126000","서울강서구","265190018020","469957161920","56.43"
"2013","서울","1127000","서울구로구","189715929760","377534027600","50.25"
"2013","서울","1128000","서울금천구","144171586610","285461599290","50.50"
"2013","서울","1129000","서울영등포구","154095816163","357076438443","43.15"
"2013","서울","1130000","서울동작구","156725141832","323984331272","48.37"
"2013","서울","1131000","서울관악구","198906438264","389220896923","51.10"
"2013","서울","1132000","서울서초구","124220653420","351279369862","35.36"
"2013","서울","1133000","서울강남구","202826021236","504264262770","40.22"
"2013","서울","1134000","서울송파구","204217024477","432261108963","47.24"
"2013","서울","1135000","서울강동구","177770054803","357030054550","49.79"
"2013","부산","2600000","부산본청","1976161849890","6954961825260","28.41"
"2013","부산","2611000","부산중구","40147455510","107384676210","37.39"
"2013","부산","2612000","부산서구","83252295980","176386550150","47.20"
"2013","부산","2613000","부산동구","77143347250","161020322340","47.91"
"2013","부산","2614000","부산영도구","92940274530","175143452480","53.07"
"2013","부산","2615000","부산부산진구","186151547830","321576128220","57.89"
"2013","부산","2616000","부산동래구","110150132000","211512173950","52.08"
"2013","부산","2617000","부산남구","126566941640","246002061010","51.45"
"2013","부산","2618000","부산북구","177546038970","279748645360","63.47"
"2013","부산","2619000","부산해운대구","201701739530","363188015600","55.54"
"2013","부산","2620000","부산사하구","184854546770","329517948380","56.10"
"2013","부산","2621000","부산금정구","124920710060","245495593520","50.89"
"2013","부산","2622000","부산강서구","51419302310","202705525650","25.37"
"2013","부산","2623000","부산연제구","104235212120","207038187170","50.35"
"2013","부산","2624000","부산수영구","78607189430","162145143420","48.48"
"2013","부산","2625000","부산사상구","130316149690","239837490130","54.34"
