iter	Logloss
0	0.6591910084
1	0.6305714872
2	0.5937305408
3	0.5655267807
4	0.5403896976
5	0.5190772875
6	0.5000521758
7	0.4805560484
8	0.4622691576
9	0.4442857194
10	0.4269600171
11	0.4137534028
12	0.3990577896
13	0.3873676107
14	0.3757866284
15	0.3660525836
16	0.3564417545
17	0.3458017404
18	0.3354980474
19	0.3234458439
20	0.3162706411
21	0.3089023779
22	0.3026142999
23	0.2955461448
24	0.2890216129
25	0.2794409006
26	0.2709897064
27	0.2658287811
28	0.2625787565
29	0.2585636697
30	0.2544171721
31	0.2505667629
32	0.2476888502
33	0.2449526856
34	0.2387829445
35	0.2337084886
36	0.2286366313
37	0.2263588732
38	0.2239051366
39	0.2218025484
40	0.2180566661
41	0.2157019423
42	0.2129320291
43	0.2103050037
44	0.2087819512
45	0.2067520925
46	0.2043418471
47	0.2011389944
48	0.1996210572
49	0.1965921968
50	0.1951473577
51	0.1935904896
52	0.1916826377
53	0.188812038
54	0.1867234275
55	0.1854005721
56	0.1839055908
57	0.1813069499
58	0.1790728993
59	0.1779612193
60	0.1756613598
61	0.1744188424
62	0.1728599936
63	0.1708234274
64	0.1696272982
65	0.1677067116
66	0.1652830091
67	0.1633842098
68	0.1621924109
69	0.1607580963
70	0.160037057
71	0.1581821267
72	0.1571003638
73	0.1552064984
74	0.154037867
75	0.1523184297
76	0.1514771483
77	0.1503949673
78	0.1491875785
79	0.1482972431
80	0.1467696734
81	0.1458247496
82	0.1450656824
83	0.1437540195
84	0.142993166
85	0.1422875425
86	0.1414955537
87	0.1401897688
88	0.1393125235
89	0.1385845497
90	0.1375966821
91	0.1365330041
92	0.1356618701
93	0.1348834066
94	0.1339580361
95	0.1330144169
96	0.1322131385
97	0.1314998604
98	0.1307842935
99	0.1300063096
100	0.1293618892
101	0.1283847518
102	0.1276744357
103	0.1271448675
104	0.1268180308
105	0.1260891074
106	0.1255426313
107	0.1250134436
108	0.1243927735
109	0.1234848582
110	0.1230664336
111	0.1220835012
112	0.1216670143
113	0.1210966963
114	0.1204826154
115	0.1200418283
116	0.119625002
117	0.1190560433
118	0.1186423046
119	0.1181288236
120	0.117883779
121	0.1174907784
122	0.1169243496
123	0.1164861097
124	0.116167944
125	0.1156025686
126	0.1149860315
127	0.1146259028
128	0.1140958775
129	0.1136138607
130	0.1133904895
131	0.1127715288
132	0.1121468857
133	0.1115519455
134	0.1108873548
135	0.1103180662
136	0.1097944739
137	0.1091213388
138	0.1087071864
139	0.1082098773
140	0.1079310212
141	0.1076056537
142	0.1071426915
143	0.1065210821
144	0.1061898068
145	0.1058701538
146	0.1054704963
147	0.1052207831
148	0.1045262554
149	0.1040864444
150	0.1038173241
151	0.1034684368
152	0.1029129623
153	0.1026417101
154	0.1022201974
155	0.1020222418
156	0.1016080787
157	0.1012634569
158	0.1007014096
159	0.1002955172
160	0.1000446732
161	0.09975685295
162	0.09945194157
163	0.09896446808
164	0.09841018199
165	0.09799414007
166	0.09769005582
167	0.09731577997
168	0.09691130634
169	0.096690573
170	0.09617558298
171	0.09584766534
172	0.09559877919
173	0.09538781968
174	0.09512575796
175	0.09477951373
176	0.09464164469
177	0.09446407109
178	0.09410469986
179	0.09368497951
180	0.09341744149
181	0.09323464198
182	0.09296203369
183	0.09256858064
184	0.0923139742
185	0.09212501289
186	0.09190347603
187	0.09171243468
188	0.09136612712
189	0.09118910163
190	0.09092234417
191	0.09057541509
192	0.09042637508
193	0.09014640215
194	0.09000320668
195	0.08980083354
196	0.08965987598
197	0.08935803441
198	0.0889760002
199	0.08876165933
200	0.08840650565
201	0.08802703704
202	0.08789719147
203	0.0875376778
204	0.08734122095
205	0.08720401316
206	0.08698038884
207	0.08684636828
208	0.08666312696
209	0.0864187905
210	0.08610778749
211	0.08584042723
212	0.08565472874
213	0.08533662243
214	0.0850169357
215	0.08489232563
216	0.08476981645
217	0.08460593774
218	0.08420255128
219	0.08403350753
220	0.08376564313
221	0.08360940818
222	0.08347787605
223	0.08321836404
224	0.08302022775
225	0.08283852648
226	0.08271739142
227	0.08232417329
228	0.08202772178
229	0.08189556155
230	0.08155653798
231	0.08135795005
232	0.08111416135
233	0.08096364133
234	0.08068760812
235	0.08036942235
236	0.08018951201
237	0.08000864681
238	0.07979461185
239	0.07967385079
240	0.07935573224
241	0.07908560679
242	0.07869442209
243	0.0784229138
244	0.0782800337
245	0.07819766914
246	0.07808892448
247	0.07794988628
248	0.07762737807
249	0.07743642007
250	0.07729717932
251	0.07704938881
252	0.07678489211
253	0.07664321608
254	0.07657534699
255	0.07627175293
256	0.07612307898
257	0.07589837013
258	0.0756667972
259	0.07547720243
260	0.07537577362
261	0.07526263842
262	0.07513586625
263	0.07491833356
264	0.0747152087
265	0.07449044676
266	0.07424467556
267	0.07415346563
268	0.07388141741
269	0.07368047849
270	0.07352045809
271	0.0733904237
272	0.07327985134
273	0.07314490401
274	0.07293401343
275	0.07282136903
276	0.07269057973
277	0.07259991987
278	0.07243791054
279	0.07229458475
280	0.07208856002
281	0.07194699765
282	0.0717353068
283	0.07149004539
284	0.07139769797
285	0.07131576203
286	0.07123972578
287	0.07103698481
288	0.07087471956
289	0.07072340102
290	0.07053848714
291	0.07039762647
292	0.07031248181
293	0.0701160704
294	0.07003831693
295	0.0698684065
296	0.06971428539
297	0.06963341196
298	0.06954591625
299	0.06946980413
300	0.06935873433
301	0.06924092724
302	0.0691292544
303	0.06901312875
304	0.06879290968
305	0.06867984966
306	0.06852458315
307	0.0684301638
308	0.06827757162
309	0.06817417895
310	0.06803997051
311	0.06788771059
312	0.06769988743
313	0.06758679009
314	0.06749758457
315	0.06739555496
316	0.06721039293
317	0.0670983266
318	0.06689185764
319	0.06665031864
320	0.06655585385
321	0.06646053733
322	0.06629249193
323	0.06617534121
324	0.06599843615
325	0.06582041491
326	0.06560026836
327	0.06539297516
328	0.06524789405
329	0.0650647953
330	0.06488786675
331	0.06474035296
332	0.06466601222
333	0.06455620041
334	0.06444065389
335	0.06433530902
336	0.06411147856
337	0.06392196131
338	0.06385456776
339	0.06374552444
340	0.06362595515
341	0.06350320634
342	0.06336518632
343	0.06316332134
344	0.06305514405
345	0.06293416285
346	0.06283021241
347	0.06273831245
348	0.06262384434
349	0.06250973157
350	0.06243226393
351	0.06232244788
352	0.0622164746
353	0.06215520612
354	0.06204834698
355	0.06189657685
356	0.06180201041
357	0.06163058659
358	0.06140210543
359	0.06125526266
360	0.06114827084
361	0.06106920587
362	0.06098366926
363	0.06083232723
364	0.06068470195
365	0.06052465972
366	0.06039220324
367	0.06028574782
368	0.06020095304
369	0.06004925307
370	0.05998028433
371	0.05988651275
372	0.05977892314
373	0.05963088112
374	0.05950538207
375	0.05941614989
376	0.0592215653
377	0.05909162515
378	0.05897655053
379	0.05881510963
380	0.05873396155
381	0.05861766961
382	0.0585082537
383	0.05835030353
384	0.0582457919
385	0.05808805422
386	0.05795975265
387	0.05782809491
388	0.05773583407
389	0.05764476736
390	0.05756992182
391	0.05745666319
392	0.05737405329
393	0.05725853026
394	0.05715303582
395	0.05699674419
396	0.0568974165
397	0.05680339999
398	0.05663707341
399	0.05657794837
400	0.05650346836
401	0.05643165937
402	0.05636812654
403	0.05623782468
404	0.0561640529
405	0.05599313959
406	0.05592462308
407	0.0557597499
408	0.0556622561
409	0.05555676113
410	0.05543464526
411	0.05530551957
412	0.055216958
413	0.05510013143
414	0.05502327447
415	0.05487738743
416	0.05472261454
417	0.05457352203
418	0.05452341922
419	0.05446343151
420	0.05439648177
421	0.0542440594
422	0.05415829257
423	0.05407356583
424	0.0539600933
425	0.05384974773
426	0.0536922701
427	0.0536173448
428	0.0535026167
429	0.05345356851
430	0.05337754751
431	0.05331221393
432	0.05323815455
433	0.05309888349
434	0.05301794272
435	0.05293027019
436	0.0528100021
437	0.05269993401
438	0.05256637369
439	0.0525232508
440	0.0524807612
441	0.05231476572
442	0.05221840235
443	0.05211486965
444	0.05201368052
445	0.05188964005
446	0.05175831724
447	0.05165820933
448	0.05159480471
449	0.05149712302
450	0.05142427412
451	0.05136109175
452	0.05128216652
453	0.05117459433
454	0.05106722351
455	0.050997527
456	0.0508965261
457	0.05085782254
458	0.05076393789
459	0.05067428479
460	0.05057609118
461	0.05052053344
462	0.05044647164
463	0.05038479584
464	0.05030158725
465	0.05015348196
466	0.05005305385
467	0.05000997287
468	0.0499425855
469	0.04985108515
470	0.04975686517
471	0.0496727072
472	0.04954055556
473	0.04945785566
474	0.04935849712
475	0.04928005397
476	0.04919837107
477	0.04914838858
478	0.04907786029
479	0.04899108376
480	0.04893426044
481	0.04881331615
482	0.04871870438
483	0.04862990907
